comprobante,numero,fecha,contraparte,id_cuenta,cuenta,categoria,op,ticker,cantidad,precio,importe,moneda,unidad,plazo,estado,informacion
CLD 2026040215,2026040215,2026-05-05,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,7475000.0,ARS,,,DIS,"Diferencias diarias - [DLR062026] - 05/05/2026 - Cierre 1438,00"
CLD 2026040203,2026040203,2026-05-05,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,23747500.0,ARS,,,DIS,"Diferencias diarias - [DLR052026] - 05/05/2026 - Cierre 1411,00"
CD 2026002268,2026002268,2026-05-04,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,deposito,,,,,7437500.0,ARS,,,DIS,Depósito
CLD 2026039299,2026039299,2026-05-04,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,-13422500.0,ARS,,,DIS,"Diferencias diarias - [DLR052026] - 04/05/2026 - Cierre 1422,50"
CLD 2026039309,2026039309,2026-05-04,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,-3900000.0,ARS,,,DIS,"Diferencias diarias - [DLR062026] - 04/05/2026 - Cierre 1449,50"
CE 2026002502,2026002502,2026-04-30,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,extraccion,,,,,-37952500.0,ARS,,,DIS,Extracción - TR 20260430123459
CLD 2026038817,2026038817,2026-04-30,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,-5162500.0,ARS,,,DIS,"Diferencias diarias - [DLR052026] - 30/04/2026 - Cierre 1416,00"
CLD 2026038829,2026038829,2026-04-30,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,-2275000.0,ARS,,,DIS,"Diferencias diarias - [DLR062026] - 30/04/2026 - Cierre 1443,50"
CE 2026002438,2026002438,2026-04-29,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,extraccion,,,,,-28947500.0,ARS,,,DIS,Extracción - TR 20260429121225
CLD 2026038293,2026038293,2026-04-29,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,27877500.0,ARS,,,DIS,"Diferencias diarias - [DLR052026] - 29/04/2026 - Cierre 1413,50"
CLD 2026038302,2026038302,2026-04-29,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,10075000.0,ARS,,,DIS,"Diferencias diarias - [DLR062026] - 29/04/2026 - Cierre 1440,00"
BOL 2026067555,2026067555,2026-04-28,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,compra,Compra,EP4AP,0.0,79.22,0.0,ARS,,24hs NG,DIS,"Compra [EP4AP] 92.040.312,00@79,22 (ARS 24hs NG)"
CD 2026002160,2026002160,2026-04-28,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,deposito,,,,,31987500.0,ARS,,,DIS,Depósito
CLD 2026037742,2026037742,2026-04-28,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,23747500.0,ARS,,,DIS,"Diferencias diarias - [DLR052026] - 28/04/2026 - Cierre 1427,00"
CLD 2026037756,2026037756,2026-04-28,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,5200000.0,ARS,,,DIS,"Diferencias diarias - [DLR062026] - 28/04/2026 - Cierre 1455,50"
CD 2026002136,2026002136,2026-04-27,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,deposito,,,,,17322500.0,ARS,,,DIS,Depósito
CD 2026002135,2026002135,2026-04-27,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,deposito,,,,,33121.62,ARS,,,DIS,Depósito 
CLD 2026037392,2026037392,2026-04-27,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,-25812500.0,ARS,,,DIS,"Diferencias diarias - [DLR052026] - 27/04/2026 - Cierre 1438,50"
CLD 2026037399,2026037399,2026-04-27,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,-6175000.0,ARS,,,DIS,"Diferencias diarias - [DLR062026] - 27/04/2026 - Cierre 1463,50"
BOL 2026064389,2026064389,2026-04-24,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,caucion_col_ap,Caución colocadora · Apertura,,,19.8,0.0,ARS,,3 días,DIS,"Caución colocadora ARS 1.000.000.000,00@19,8% (ARS 3 días) (Apertura)"
BOL 2026064390,2026064390,2026-04-24,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,caucion_col_ci,Caución colocadora · Cierre,,,19.8,-33121.62000000477,ARS,,3 días,DIS,"Caución colocadora ARS 1.000.000.000,00@19,8% (ARS 3 días) (Cierre)"
CD 2026002104,2026002104,2026-04-24,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,deposito,,,,,36977500.0,ARS,,,DIS,Depósito
CLD 2026036908,2026036908,2026-04-24,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,-13422500.0,ARS,,,DIS,"Diferencias diarias - [DLR052026] - 24/04/2026 - Cierre 1426,00"
CLD 2026036915,2026036915,2026-04-24,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,-3900000.0,ARS,,,DIS,"Diferencias diarias - [DLR062026] - 24/04/2026 - Cierre 1454,00"
CD 2026002086,2026002086,2026-04-23,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,deposito,,,,,11185000.0,ARS,,,DIS,Depósito
CLD 2026036374,2026036374,2026-04-23,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,-27877500.0,ARS,,,DIS,"Diferencias diarias - [DLR052026] - 23/04/2026 - Cierre 1419,50"
CLD 2026036381,2026036381,2026-04-23,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,-9100000.0,ARS,,,DIS,"Diferencias diarias - [DLR062026] - 23/04/2026 - Cierre 1448,00"
CE 2026002300,2026002300,2026-04-22,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,extraccion,,,,,-3747500.0,ARS,,,DIS,Extracción - TR 20260422122154
CLD 2026035867,2026035867,2026-04-22,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,-8260000.0,ARS,,,DIS,"Diferencias diarias - [DLR052026] - 22/04/2026 - Cierre 1406,00"
CLD 2026035874,2026035874,2026-04-22,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,-2925000.0,ARS,,,DIS,"Diferencias diarias - [DLR062026] - 22/04/2026 - Cierre 1434,00"
CD 2026002033,2026002033,2026-04-21,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,deposito,,,,,26117500.0,ARS,,,DIS,Depósito
CLD 2026035363,2026035363,2026-04-21,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,3097500.0,ARS,,,DIS,"Diferencias diarias - [DLR052026] - 21/04/2026 - Cierre 1402,00"
CLD 2026035370,2026035370,2026-04-21,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,650000.0,ARS,,,DIS,"Diferencias diarias - [DLR062026] - 21/04/2026 - Cierre 1429,50"
BOL 2026059896,2026059896,2026-04-20,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,compra,Compra,CA2AP,0.0,66.48,0.0,ARS,,24hs NG,DIS,"Compra [CA2AP] 30.000.000,00@66,48 (ARS 24hs NG)"
BOL 2026059897,2026059897,2026-04-20,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,compra,Compra,RDS1L,0.0,76.63,0.0,ARS,,24hs NG,DIS,"Compra [RDS1L] 45.588.235,00@76,63 (ARS 24hs NG)"
BOL 2026059898,2026059898,2026-04-20,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,compra,Compra,RZS1L,0.0,106.83,0.0,ARS,,24hs NG,DIS,"Compra [RZS1L] 60.000.000,00@106,83 (ARS 24hs NG)"
BOL 2026059906,2026059906,2026-04-20,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,compra,Compra,ZF2AP,0.0,26.09,0.0,ARS,,24hs NG,DIS,"Compra [ZF2AP] 50.000.000,00@26,09 (ARS 24hs NG)"
BOL 2026059900,2026059900,2026-04-20,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,compra,Compra,OR3AP,0.0,79.82,0.0,ARS,,24hs NG,DIS,"Compra [OR3AP] 25.000.000,00@79,82 (ARS 24hs NG)"
BOL 2026059899,2026059899,2026-04-20,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,compra,Compra,AT2BP,0.0,35500.0,0.0,ARS,,24hs NG,DIS,"Compra [AT2BP] 55.000,00@35500,00 (ARS 24hs NG)"
BOL 2026059907,2026059907,2026-04-20,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,compra,Compra,ZUS2P,0.0,96966.0,0.0,ARS,,24hs NG,DIS,"Compra [ZUS2P] 50.000,00@96966,00 (ARS 24hs NG)"
CD 2026002018,2026002018,2026-04-20,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,deposito,,,,,18680000.0,ARS,,,DIS,Depósito
CLD 2026035324,2026035324,2026-04-20,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,-19617500.0,ARS,,,DIS,"Diferencias diarias - [DLR052026] - 20/04/2026 - Cierre 1403,50"
CLD 2026035331,2026035331,2026-04-20,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,-6500000.0,ARS,,,DIS,"Diferencias diarias - [DLR062026] - 20/04/2026 - Cierre 1430,50"
CE 2026002225,2026002225,2026-04-17,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,extraccion,,,,,-13900000.0,ARS,,,DIS,Extracción - TR 20260417121902
CLD 2026034366,2026034366,2026-04-17,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,-14455000.0,ARS,,,DIS,"Diferencias diarias - [DLR052026] - 17/04/2026 - Cierre 1394,00"
CLD 2026034373,2026034373,2026-04-17,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,-4225000.0,ARS,,,DIS,"Diferencias diarias - [DLR062026] - 17/04/2026 - Cierre 1420,50"
BOL 2026057681,2026057681,2026-04-16,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,compra,Compra,EN72L,0.0,82.85,0.0,ARS,,24hs NG,DIS,"Compra [EN72L] 50.000.000,00@82,85 (ARS 24hs NG)"
CE 2026002194,2026002194,2026-04-16,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,extraccion,,,,,-19655000.0,ARS,,,DIS,Extracción - TR 20260416124418
CLD 2026033860,2026033860,2026-04-16,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,10325000.0,ARS,,,DIS,"Diferencias diarias - [DLR052026] - 16/04/2026 - Cierre 1387,00"
CLD 2026033867,2026033867,2026-04-16,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,3575000.0,ARS,,,DIS,"Diferencias diarias - [DLR062026] - 16/04/2026 - Cierre 1414,00"
CD 2026001941,2026001941,2026-04-15,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,deposito,,,,,23402500.0,ARS,,,DIS,Depósito
CLD 2026033406,2026033406,2026-04-15,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,14455000.0,ARS,,,DIS,"Diferencias diarias - [DLR052026] - 15/04/2026 - Cierre 1392,00"
CLD 2026033413,2026033413,2026-04-15,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,5200000.0,ARS,,,DIS,"Diferencias diarias - [DLR062026] - 15/04/2026 - Cierre 1419,50"
CE 2026002144,2026002144,2026-04-14,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,extraccion,,,,,-53592500.0,ARS,,,DIS,Extracción - TR 20260414120606
CLD 2026032947,2026032947,2026-04-14,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,-17552500.0,ARS,,,DIS,"Diferencias diarias - [DLR052026] - 14/04/2026 - Cierre 1399,00"
CLD 2026032956,2026032956,2026-04-14,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,-5850000.0,ARS,,,DIS,"Diferencias diarias - [DLR062026] - 14/04/2026 - Cierre 1427,50"
CE 2026002116,2026002116,2026-04-13,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,extraccion,,,,,-33230000.0,ARS,,,DIS,Extracción - TR 20260413124711
CLD 2026032457,2026032457,2026-04-13,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,40267500.0,ARS,,,DIS,"Diferencias diarias - [DLR052026] - 13/04/2026 - Cierre 1390,50"
CLD 2026032464,2026032464,2026-04-13,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,13325000.0,ARS,,,DIS,"Diferencias diarias - [DLR062026] - 13/04/2026 - Cierre 1418,50"
CD 2026001872,2026001872,2026-04-10,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,deposito,,,,,126069.9,ARS,,,DIS,Depósito
CE 2026002087,2026002087,2026-04-10,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,extraccion,,,,,-22070000.0,ARS,,,DIS,Extracción - TR 20260410141612
CLD 2026031973,2026031973,2026-04-10,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,24780000.0,ARS,,,DIS,"Diferencias diarias - [DLR052026] - 10/04/2026 - Cierre 1410,00"
CLD 2026031980,2026031980,2026-04-10,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,8450000.0,ARS,,,DIS,"Diferencias diarias - [DLR062026] - 10/04/2026 - Cierre 1439,00"
CE 2026002046,2026002046,2026-04-09,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,extraccion,,,,,-22767500.0,ARS,,,DIS,Extracción - TR 20260409121554
BOL 2026053398,2026053398,2026-04-09,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,-300.0,,-126069.9,ARS,,,DIS,"Venta DLR062026 300,00@1460,00 (ARS)"
CLD 2026031464,2026031464,2026-04-09,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,16520000.0,ARS,,,DIS,"Diferencias diarias - [DLR052026] - 09/04/2026 - Cierre 1422,00"
CLD 2026031471,2026031471,2026-04-09,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,2400000.0,ARS,,,DIS,"Diferencias diarias - [DLR062026] - 09/04/2026 - Cierre 1452,00"
CLD 2026031472,2026031472,2026-04-09,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,3150000.0,ARS,,,DIS,"Diferencias diarias - [DLR062026] - 09/04/2026 - Cierre 1452,00"
CD 2026001814,2026001814,2026-04-08,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,deposito,,,,,4655000.0,ARS,,,DIS,Depósito
CLD 2026030942,2026030942,2026-04-08,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,19617500.0,ARS,,,DIS,"Diferencias diarias - [DLR052026] - 08/04/2026 - Cierre 1430,00"
CLD 2026030949,2026030949,2026-04-08,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,3150000.0,ARS,,,DIS,"Diferencias diarias - [DLR062026] - 08/04/2026 - Cierre 1461,00"
CE 2026001975,2026001975,2026-04-07,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,extraccion,,,,,-12250000.0,ARS,,,DIS,Extracción - TR 20260407122712
CLD 2026030463,2026030463,2026-04-07,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,-525000.0,ARS,,,DIS,"Diferencias diarias - [DLR062026] - 07/04/2026 - Cierre 1470,00"
CLD 2026030454,2026030454,2026-04-07,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,-4130000.0,ARS,,,DIS,"Diferencias diarias - [DLR052026] - 07/04/2026 - Cierre 1439,50"
CD 2026001757,2026001757,2026-04-06,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,deposito,,,,,14490000.0,ARS,,,DIS,Depósito
CLD 2026029496,2026029496,2026-04-06,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,10325000.0,ARS,,,DIS,"Diferencias diarias - [DLR052026] - 06/04/2026 - Cierre 1437,50"
CLD 2026029504,2026029504,2026-04-06,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,1925000.0,ARS,,,DIS,"Diferencias diarias - [DLR062026] - 06/04/2026 - Cierre 1468,50"
CE 2026001900,2026001900,2026-04-01,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,extraccion,,,,,-35017500.0,ARS,,,DIS,Extracción - TR 20260401120757
CLD 2026028968,2026028968,2026-04-01,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,-2100000.0,ARS,,,DIS,"Diferencias diarias - [DLR062026] - 01/04/2026 - Cierre 1474,00"
CLD 2026028961,2026028961,2026-04-01,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,-12390000.0,ARS,,,DIS,"Diferencias diarias - [DLR052026] - 01/04/2026 - Cierre 1442,50"
CD 2026001693,2026001693,2026-03-31,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,deposito,,,,,19462724.75,ARS,,,DIS,Depósito
CLD 2026028492,2026028492,2026-03-31,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,29942500.0,ARS,,,DIS,"Diferencias diarias - [DLR052026] - 31/03/2026 - Cierre 1436,50"
CLD 2026028499,2026028499,2026-03-31,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,5075000.0,ARS,,,DIS,"Diferencias diarias - [DLR062026] - 31/03/2026 - Cierre 1468,00"
CD 2026001653,2026001653,2026-03-30,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,deposito,,,,,29462500.0,ARS,,,DIS,Depósito
CD 2026001654,2026001654,2026-03-30,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,deposito,,,,,62063.93,ARS,,,DIS,Depósito
BOL 2026046976,2026046976,2026-03-30,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,-10.0,,-4172.24,ARS,,,DIS,"Venta DLR052026 10,00@1449,00 (ARS)"
(#8090226),8090226,2026-03-30,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,0.0,ARS,,,DIS,Res. Futuros - Comit. 284938 (Rl)
BOL 2026046978,2026046978,2026-03-30,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,-10.0,,-4172.24,ARS,,,DIS,"Venta DLR052026 10,00@1449,00 (ARS)"
BOL 2026046980,2026046980,2026-03-30,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,401.0,,-167306.47,ARS,,,DIS,"Compra DLR032026 401,00@1395,00 (ARS)"
BOL 2026046981,2026046981,2026-03-30,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,-90.0,,-37550.09,ARS,,,DIS,"Venta DLR052026 90,00@1449,00 (ARS)"
BOL 2026046983,2026046983,2026-03-30,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,899.0,,-375083.59,ARS,,,DIS,"Compra DLR032026 899,00@1395,00 (ARS)"
BOL 2026046985,2026046985,2026-03-30,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,-100.0,,-41722.31,ARS,,,DIS,"Venta DLR052026 100,00@1449,00 (ARS)"
BOL 2026046988,2026046988,2026-03-30,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,-90.0,,-37550.09,ARS,,,DIS,"Venta DLR052026 90,00@1449,00 (ARS)"
BOL 2026046987,2026046987,2026-03-30,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,-100.0,,-41722.31,ARS,,,DIS,"Venta DLR052026 100,00@1449,00 (ARS)"
BOL 2026046986,2026046986,2026-03-30,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,-100.0,,-41722.31,ARS,,,DIS,"Venta DLR052026 100,00@1449,00 (ARS)"
BOL 2026046989,2026046989,2026-03-30,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,-100.0,,-41722.31,ARS,,,DIS,"Venta DLR052026 100,00@1449,00 (ARS)"
BOL 2026046992,2026046992,2026-03-30,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,-100.0,,-41722.31,ARS,,,DIS,"Venta DLR052026 100,00@1449,00 (ARS)"
BOL 2026046991,2026046991,2026-03-30,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,-100.0,,-41722.31,ARS,,,DIS,"Venta DLR052026 100,00@1449,00 (ARS)"
BOL 2026046990,2026046990,2026-03-30,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,-100.0,,-41722.31,ARS,,,DIS,"Venta DLR052026 100,00@1449,00 (ARS)"
BOL 2026046993,2026046993,2026-03-30,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,-100.0,,-41722.31,ARS,,,DIS,"Venta DLR052026 100,00@1449,00 (ARS)"
BOL 2026046994,2026046994,2026-03-30,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,-100.0,,-41722.31,ARS,,,DIS,"Venta DLR052026 100,00@1449,00 (ARS)"
BOL 2026046995,2026046995,2026-03-30,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,-100.0,,-41722.31,ARS,,,DIS,"Venta DLR052026 100,00@1449,00 (ARS)"
BOL 2026046996,2026046996,2026-03-30,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,-100.0,,-41722.31,ARS,,,DIS,"Venta DLR052026 100,00@1449,00 (ARS)"
BOL 2026047141,2026047141,2026-03-30,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,-1.0,,-417.22,ARS,,,DIS,"Venta DLR062026 1,00@1483,00 (ARS)"
BOL 2026047143,2026047143,2026-03-30,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,-100.0,,-41722.31,ARS,,,DIS,"Venta DLR062026 100,00@1482,50 (ARS)"
BOL 2026047142,2026047142,2026-03-30,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,-98.0,,-40887.87,ARS,,,DIS,"Venta DLR062026 98,00@1482,50 (ARS)"
CLD 2026027990,2026027990,2026-03-30,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,-12350000.0,ARS,,,DIS,"Diferencias diarias - [DLR032026] - 30/03/2026 - Cierre 1398,00"
CLD 2026027991,2026027991,2026-03-30,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,3900000.0,ARS,,,DIS,"Diferencias diarias - [DLR032026] - 30/03/2026 - Cierre 1398,00"
CLD 2026028015,2026028015,2026-03-30,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,-6120000.0,ARS,,,DIS,"Diferencias diarias - [DLR052026] - 30/03/2026 - Cierre 1451,00"
CLD 2026028026,2026028026,2026-03-30,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,500.0,ARS,,,DIS,"Diferencias diarias - [DLR062026] - 30/03/2026 - Cierre 1482,50"
BOL 2026047144,2026047144,2026-03-30,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,-1.0,,-417.22,ARS,,,DIS,"Venta DLR062026 1,00@1482,50 (ARS)"
CLD 2026028016,2026028016,2026-03-30,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,-2600000.0,ARS,,,DIS,"Diferencias diarias - [DLR052026] - 30/03/2026 - Cierre 1451,00"
CLD 2026028025,2026028025,2026-03-30,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,-1125000.0,ARS,,,DIS,"Diferencias diarias - [DLR062026] - 30/03/2026 - Cierre 1482,50"
CE 2026001817,2026001817,2026-03-27,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,extraccion,,,,,-21147500.0,ARS,,,DIS,Extracción - TR 20260327135431
BOL 2026046280,2026046280,2026-03-27,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,-150.0,,-62063.93,ARS,,,DIS,"Venta DLR062026 150,00@1468,00 (ARS)"
CLD 2026027514,2026027514,2026-03-27,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,-18850000.0,ARS,,,DIS,"Diferencias diarias - [DLR032026] - 27/03/2026 - Cierre 1388,50"
CLD 2026027532,2026027532,2026-03-27,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,-9562500.0,ARS,,,DIS,"Diferencias diarias - [DLR052026] - 27/03/2026 - Cierre 1443,00"
CLD 2026027539,2026027539,2026-03-27,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,-1050000.0,ARS,,,DIS,"Diferencias diarias - [DLR062026] - 27/03/2026 - Cierre 1475,00"
CE 2026001771,2026001771,2026-03-26,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,extraccion,,,,,-34837500.0,ARS,,,DIS,Extracción - TR 20260326120757
CLD 2026026992,2026026992,2026-03-26,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,12350000.0,ARS,,,DIS,"Diferencias diarias - [DLR032026] - 26/03/2026 - Cierre 1374,00"
CLD 2026027011,2026027011,2026-03-26,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,8797500.0,ARS,,,DIS,"Diferencias diarias - [DLR052026] - 26/03/2026 - Cierre 1430,50"
CE 2026001747,2026001747,2026-03-25,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,extraccion,,,,,-13920000.0,ARS,,,DIS,Extracción - TR 20260325134017
CLD 2026026470,2026026470,2026-03-25,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,21450000.0,ARS,,,DIS,"Diferencias diarias - [DLR032026] - 25/03/2026 - Cierre 1383,50"
CLD 2026026489,2026026489,2026-03-25,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,13387500.0,ARS,,,DIS,"Diferencias diarias - [DLR052026] - 25/03/2026 - Cierre 1442,00"
CE 2026001718,2026001718,2026-03-20,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,extraccion,,,,,-1011287.19,ARS,,,DIS,Extracción - TR 20260320132234
CEV 2026000304,2026000304,2026-03-20,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,TZX26,-130950000.0,,,,,,DIS,Entrega de valores - Enviados a IAM
CLD 2026025865,2026025865,2026-03-20,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,7800000.0,ARS,,,DIS,"Diferencias diarias - [DLR032026] - 20/03/2026 - Cierre 1400,00"
