comprobante,numero,fecha,contraparte,id_cuenta,cuenta,categoria,op,ticker,cantidad,precio,importe,moneda,unidad,plazo,estado,informacion
CLD 2024064032,2024064032,2024-11-12,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-7956000.0,ARS,,,DIS,"Diferencias diarias - [DLR112024] - 12/11/2024 - Cierre 1016,00"
CLD 2024064039,2024064039,2024-11-12,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-3000000.0,ARS,,,DIS,"Diferencias diarias - [DLR122024] - 12/11/2024 - Cierre 1045,00"
CD 2024003466,2024003466,2024-11-11,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,deposito,,,,,8978000.0,ARS,,,DIS,Depósito
CLD 2024063231,2024063231,2024-11-11,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,2000000.0,ARS,,,DIS,"Diferencias diarias - [DLR122024] - 11/11/2024 - Cierre 1046,50"
CD 2024003403,2024003403,2024-11-08,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,deposito,,,,,10956000.0,ARS,,,DIS,Depósito
CLD 2024063202,2024063202,2024-11-08,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-3978000.0,ARS,,,DIS,"Diferencias diarias - [DLR112024] - 08/11/2024 - Cierre 1017,00"
CLD 2024063209,2024063209,2024-11-08,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-5000000.0,ARS,,,DIS,"Diferencias diarias - [DLR122024] - 08/11/2024 - Cierre 1045,50"
CE 2024002342,2024002342,2024-11-07,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,extraccion,,,,,-6978000.0,ARS,,,DIS,Extracción - TR 20241107115445
CLD 2024062818,2024062818,2024-11-07,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-7956000.0,ARS,,,DIS,"Diferencias diarias - [DLR112024] - 07/11/2024 - Cierre 1017,50"
CLD 2024062825,2024062825,2024-11-07,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-3000000.0,ARS,,,DIS,"Diferencias diarias - [DLR122024] - 07/11/2024 - Cierre 1048,00"
CE 2024002321,2024002321,2024-11-05,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,extraccion,,,,,-2000000.0,ARS,,,DIS,Extracción - TR 20241105100939
CLD 2024061767,2024061767,2024-11-05,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,3000000.0,ARS,,,DIS,"Diferencias diarias - [DLR122024] - 05/11/2024 - Cierre 1049,50"
CLD 2024061760,2024061760,2024-11-05,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,3978000.0,ARS,,,DIS,"Diferencias diarias - [DLR112024] - 05/11/2024 - Cierre 1018,50"
CD 2024003301,2024003301,2024-11-04,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,deposito,,,,,12956000.0,ARS,,,DIS,Depósito
CLD 2024061741,2024061741,2024-11-04,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,2000000.0,ARS,,,DIS,"Diferencias diarias - [DLR122024] - 04/11/2024 - Cierre 1048,00"
CD 2024003267,2024003267,2024-11-01,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,deposito,,,,,4978000.0,ARS,,,DIS,Depósito
CLD 2024061428,2024061428,2024-11-01,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-5000000.0,ARS,,,DIS,"Diferencias diarias - [DLR122024] - 01/11/2024 - Cierre 1047,00"
CLD 2024061421,2024061421,2024-11-01,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-7956000.0,ARS,,,DIS,"Diferencias diarias - [DLR112024] - 01/11/2024 - Cierre 1018,00"
CE 2024002246,2024002246,2024-10-31,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,extraccion,,,,,-10978000.0,ARS,,,DIS,Extracción - TR 20241031104737
CLD 2024061073,2024061073,2024-10-31,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-3978000.0,ARS,,,DIS,"Diferencias diarias - [DLR112024] - 31/10/2024 - Cierre 1019,00"
CLD 2024061080,2024061080,2024-10-31,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-1000000.0,ARS,,,DIS,"Diferencias diarias - [DLR122024] - 31/10/2024 - Cierre 1049,50"
ND 2024001372,2024001372,2024-10-31,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-2368862.34,ARS,,,DIS, Derecho Registro Futuro DLR (Interferencia) - TC: 980.583 (281609)
CD 2024003178,2024003178,2024-10-30,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,deposito,,,,,14956000.0,ARS,,,DIS,Depósito
CLD 2024060717,2024060717,2024-10-30,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,3978000.0,ARS,,,DIS,"Diferencias diarias - [DLR112024] - 30/10/2024 - Cierre 1019,50"
CLD 2024060724,2024060724,2024-10-30,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,7000000.0,ARS,,,DIS,"Diferencias diarias - [DLR122024] - 30/10/2024 - Cierre 1050,00"
CD 2024003146,2024003146,2024-10-29,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,deposito,,,,,22912000.0,ARS,,,DIS,Depósito
CLD 2024060333,2024060333,2024-10-29,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-7000000.0,ARS,,,DIS,"Diferencias diarias - [DLR122024] - 29/10/2024 - Cierre 1046,50"
CLD 2024060326,2024060326,2024-10-29,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-7956000.0,ARS,,,DIS,"Diferencias diarias - [DLR112024] - 29/10/2024 - Cierre 1019,00"
CLD 2024059930,2024059930,2024-10-28,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-15912000.0,ARS,,,DIS,"Diferencias diarias - [DLR112024] - 28/10/2024 - Cierre 1020,00"
CLD 2024059939,2024059939,2024-10-28,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-7000000.0,ARS,,,DIS,"Diferencias diarias - [DLR122024] - 28/10/2024 - Cierre 1050,00"
CE 2024002180,2024002180,2024-10-25,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,extraccion,,,,,-15934000.0,ARS,,,DIS,Extracción - TR 20241025112218
CE 2024002164,2024002164,2024-10-24,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,extraccion,,,,,-6978000.0,ARS,,,DIS,Extracción - TR 20241024112218
CLD 2024058835,2024058835,2024-10-24,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,11934000.0,ARS,,,DIS,"Diferencias diarias - [DLR112024] - 24/10/2024 - Cierre 1022,00"
CLD 2024058846,2024058846,2024-10-24,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,4000000.0,ARS,,,DIS,"Diferencias diarias - [DLR122024] - 24/10/2024 - Cierre 1053,50"
CE 2024002153,2024002153,2024-10-23,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,extraccion,,,,,-2000000.0,ARS,,,DIS,Extracción - TR 20241023114347
CLD 2024058805,2024058805,2024-10-23,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,3978000.0,ARS,,,DIS,"Diferencias diarias - [DLR112024] - 23/10/2024 - Cierre 1020,50"
CLD 2024058811,2024058811,2024-10-23,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,3000000.0,ARS,,,DIS,"Diferencias diarias - [DLR122024] - 23/10/2024 - Cierre 1051,50"
CD 2024002984,2024002984,2024-10-22,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,deposito,,,,,5978000.0,ARS,,,DIS,Depósito
CLD 2024058484,2024058484,2024-10-22,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,2000000.0,ARS,,,DIS,"Diferencias diarias - [DLR122024] - 22/10/2024 - Cierre 1050,00"
CD 2024002964,2024002964,2024-10-21,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,deposito,,,,,12785778.0,ARS,,,DIS,Depósito
CLD 2024057771,2024057771,2024-10-21,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-3978000.0,ARS,,,DIS,"Diferencias diarias - [DLR112024] - 21/10/2024 - Cierre 1020,00"
CLD 2024057777,2024057777,2024-10-21,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-2000000.0,ARS,,,DIS,"Diferencias diarias - [DLR122024] - 21/10/2024 - Cierre 1049,00"
CE 2024002104,2024002104,2024-10-18,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,extraccion,,,,,-1956000.0,ARS,,,DIS,Extracción - TR 20241018124156
BOL 2024092333,2024092333,2024-10-18,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,1000.0,,-296722.25,ARS,,,DIS,"Compra DLR122024 1.000,00@1051,50 (ARS)"
BOL 2024092350,2024092350,2024-10-18,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,1000.0,,-296722.25,ARS,,,DIS,"Compra DLR112024 1.000,00@1021,50 (ARS)"
BOL 2024092501,2024092501,2024-10-18,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,1000.0,,-296722.25,ARS,,,DIS,"Compra DLR122024 1.000,00@1051,50 (ARS)"
BOL 2024092348,2024092348,2024-10-18,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,1000.0,,-296722.25,ARS,,,DIS,"Compra DLR112024 1.000,00@1021,50 (ARS)"
BOL 2024092355,2024092355,2024-10-18,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,1000.0,,-296722.25,ARS,,,DIS,"Compra DLR112024 1.000,00@1021,50 (ARS)"
BOL 2024092558,2024092558,2024-10-18,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,2000.0,,-593444.5,ARS,,,DIS,"Compra DLR112024 2.000,00@1020,50 (ARS)"
BOL 2024092559,2024092559,2024-10-18,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,1000.0,,-296722.25,ARS,,,DIS,"Compra DLR112024 1.000,00@1021,00 (ARS)"
CLD 2024057410,2024057410,2024-10-18,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-500000.0,ARS,,,DIS,"Diferencias diarias - [DLR112024] - 18/10/2024 - Cierre 1020,50"
CLD 2024057412,2024057412,2024-10-18,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-3912000.0,ARS,,,DIS,"Diferencias diarias - [DLR112024] - 18/10/2024 - Cierre 1020,50"
CLD 2024057418,2024057418,2024-10-18,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-3000000.0,ARS,,,DIS,"Diferencias diarias - [DLR122024] - 18/10/2024 - Cierre 1050,00"
CLD 2024057411,2024057411,2024-10-18,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-3000000.0,ARS,,,DIS,"Diferencias diarias - [DLR112024] - 18/10/2024 - Cierre 1020,50"
CLD 2024057036,2024057036,2024-10-17,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,1956000.0,ARS,,,DIS,"Diferencias diarias - [DLR112024] - 17/10/2024 - Cierre 1022,50"
CD 2024002901,2024002901,2024-10-16,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,deposito,,,,,1622106.35,ARS,,,DIS,Depósito
BOL 2024090983,2024090983,2024-10-15,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,1.0,,-829.31,ARS,,,DIS,"Compra DLR112024 1,00@1021,50 (ARS)"
BOL 2024090984,2024090984,2024-10-15,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,26.0,,-21561.73,ARS,,,DIS,"Compra DLR112024 26,00@1021,50 (ARS)"
BOL 2024090979,2024090979,2024-10-15,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,30.0,,-24878.94,ARS,,,DIS,"Compra DLR112024 30,00@1021,50 (ARS)"
BOL 2024090978,2024090978,2024-10-15,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,10.0,,-8292.99,ARS,,,DIS,"Compra DLR112024 10,00@1021,50 (ARS)"
BOL 2024090986,2024090986,2024-10-15,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,10.0,,-8292.99,ARS,,,DIS,"Compra DLR112024 10,00@1021,50 (ARS)"
BOL 2024091013,2024091013,2024-10-15,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,5.0,,-4146.49,ARS,,,DIS,"Compra DLR112024 5,00@1021,50 (ARS)"
BOL 2024090987,2024090987,2024-10-15,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,49.0,,-40635.59,ARS,,,DIS,"Compra DLR112024 49,00@1021,50 (ARS)"
BOL 2024091014,2024091014,2024-10-15,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,10.0,,-8292.99,ARS,,,DIS,"Compra DLR112024 10,00@1021,50 (ARS)"
BOL 2024091017,2024091017,2024-10-15,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,20.0,,-16585.95,ARS,,,DIS,"Compra DLR112024 20,00@1021,50 (ARS)"
BOL 2024091016,2024091016,2024-10-15,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,24.0,,-19903.14,ARS,,,DIS,"Compra DLR112024 24,00@1021,50 (ARS)"
BOL 2024091018,2024091018,2024-10-15,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,100.0,,-82929.77,ARS,,,DIS,"Compra DLR112024 100,00@1021,50 (ARS)"
BOL 2024091021,2024091021,2024-10-15,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,10.0,,-8292.99,ARS,,,DIS,"Compra DLR112024 10,00@1021,50 (ARS)"
BOL 2024091025,2024091025,2024-10-15,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,76.0,,-63026.63,ARS,,,DIS,"Compra DLR112024 76,00@1021,50 (ARS)"
BOL 2024091026,2024091026,2024-10-15,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,5.0,,-4146.49,ARS,,,DIS,"Compra DLR112024 5,00@1021,50 (ARS)"
BOL 2024091029,2024091029,2024-10-15,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,100.0,,-82929.77,ARS,,,DIS,"Compra DLR112024 100,00@1021,50 (ARS)"
BOL 2024091019,2024091019,2024-10-15,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,9.0,,-7463.68,ARS,,,DIS,"Compra DLR112024 9,00@1021,50 (ARS)"
BOL 2024091028,2024091028,2024-10-15,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,100.0,,-82929.77,ARS,,,DIS,"Compra DLR112024 100,00@1021,50 (ARS)"
BOL 2024091020,2024091020,2024-10-15,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,20.0,,-16585.95,ARS,,,DIS,"Compra DLR112024 20,00@1021,50 (ARS)"
BOL 2024091030,2024091030,2024-10-15,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,20.0,,-16585.95,ARS,,,DIS,"Compra DLR112024 20,00@1021,50 (ARS)"
BOL 2024091031,2024091031,2024-10-15,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,100.0,,-82929.77,ARS,,,DIS,"Compra DLR112024 100,00@1021,50 (ARS)"
BOL 2024091032,2024091032,2024-10-15,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,26.0,,-21561.73,ARS,,,DIS,"Compra DLR112024 26,00@1021,50 (ARS)"
BOL 2024091033,2024091033,2024-10-15,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,100.0,,-82929.77,ARS,,,DIS,"Compra DLR112024 100,00@1021,50 (ARS)"
BOL 2024091036,2024091036,2024-10-15,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,100.0,,-82929.77,ARS,,,DIS,"Compra DLR112024 100,00@1021,50 (ARS)"
BOL 2024091034,2024091034,2024-10-15,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,5.0,,-4146.49,ARS,,,DIS,"Compra DLR112024 5,00@1021,50 (ARS)"
BOL 2024091035,2024091035,2024-10-15,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,1000.0,,-829297.7,ARS,,,DIS,"Compra DLR112024 1.000,00@1021,50 (ARS)"
BOL 2026086584,2026086584,2026-05-29,ONE618,1060,[1060] FCI CONSULTATIO BALANCE FUND,compra,Compra,D31M7,0.0,135566.0,0.0,ARS,,Inm NG,DIS,"Compra [D31M7] 295.060,00@135566,00 (ARS Inm NG)"
BOL 2026080582,2026080582,2026-05-20,ONE618,1060,[1060] FCI CONSULTATIO BALANCE FUND,compra,Compra,TZXD7,0.0,257.65,0.0,ARS,,Inm NG,DIS,"Compra [TZXD7] 353.192.315,00@257,65 (ARS Inm NG)"
BOL 2026080122,2026080122,2026-05-19,ONE618,1064,[1064] FCI CONSULTATIO LIQUIDEZ,compra,Compra,BPOC7,0.0,101.45,0.0,USDC,,Inm NG,DIS,"Compra [BPOC7] 423.854,00@101,45 (USDC Inm NG)"
BOL 2026080120,2026080120,2026-05-19,ONE618,1064,[1064] FCI CONSULTATIO LIQUIDEZ,venta,Venta,BPOC7,0.0,101.453,0.0,USDC,,24hs NG,DIS,"Venta [BPOC7] 423.854,00@101,453 (USDC 24hs NG)"
BOL 2026054531,2026054531,2026-04-09,GAINVEST,1066,[1066] FCI GAINVEST RENTA FIJA,compra,Compra,S17A6,0.0,109.685,0.0,ARS,,24hs NG,DIS,"Compra [S17A6] 50.000.000,00@109,685 (ARS 24hs NG)"
BOL 2026080573,2026080573,2026-05-20,ONE618,1068,[1068] FCI CONSULTATIO DEUDA ARGENTINA,compra,Compra,TZXD7,0.0,257.65,0.0,ARS,,Inm NG,DIS,"Compra [TZXD7] 388.123.423,00@257,65 (ARS Inm NG)"
CD 2026002797,2026002797,2026-06-01,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,deposito,,,,,7687500.0,ARS,,,DIS,Depósito
CD 2026002798,2026002798,2026-06-01,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,deposito,,,,,16560.96,ARS,,,DIS,Depósito
CE 2026003131,2026003131,2026-05-29,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,extraccion,,,,,-10195000.0,ARS,,,DIS,Extracción - TR 20260529140359
BOL 2026086775,2026086775,2026-05-29,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,caucion_col_ap,Caución colocadora · Apertura,,,19.9,0.0,ARS,,3 días,DIS,"Caución colocadora ARS 500.000.000,00@19,9% (ARS 3 días) (Apertura)"
BOL 2026086776,2026086776,2026-05-29,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,caucion_col_ci,Caución colocadora · Cierre,,,19.9,-16560.960000038147,ARS,,3 días,DIS,"Caución colocadora ARS 500.000.000,00@19,9% (ARS 3 días) (Cierre)"
CD 2026002766,2026002766,2026-05-29,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,deposito,,,,,1760673.74,ARS,,,DIS,Depósito
BOL 2026085627,2026085627,2026-05-28,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,1000.0,,-426313.25,ARS,,,DIS,"Compra DLR052026 1.000,00@1408,50 (ARS)"
BOL 2026085628,2026085628,2026-05-28,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,9.0,,-3836.83,ARS,,,DIS,"Compra DLR052026 9,00@1408,50 (ARS)"
BOL 2026085629,2026085629,2026-05-28,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,1000.0,,-426313.25,ARS,,,DIS,"Compra DLR052026 1.000,00@1408,50 (ARS)"
BOL 2026085631,2026085631,2026-05-28,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,56.0,,-23873.54,ARS,,,DIS,"Compra DLR052026 56,00@1408,50 (ARS)"
BOL 2026085635,2026085635,2026-05-28,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,-1000.0,,-426313.25,ARS,,,DIS,"Venta [DLR082026] 1.000,00@1488,00 (ARS)"
BOL 2026085636,2026085636,2026-05-28,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,-65.0,,-27710.37,ARS,,,DIS,"Venta [DLR082026] 65,00@1488,50 (ARS)"
BOL 2026085638,2026085638,2026-05-28,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,-1000.0,,-426313.25,ARS,,,DIS,"Venta [DLR082026] 1.000,00@1488,00 (ARS)"
CD 2026002722,2026002722,2026-05-28,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,deposito,,,,,2497500.0,ARS,,,DIS,Depósito
CD 2026002699,2026002699,2026-05-27,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,deposito,,,,,13285000.0,ARS,,,DIS,Depósito
CD 2026002678,2026002678,2026-05-26,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,deposito,,,,,33815000.0,ARS,,,DIS,Depósito
CE 2026002989,2026002989,2026-05-22,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,extraccion,,,,,-23795000.0,ARS,,,DIS,Extracción - TR 20260522123550
CE 2026002968,2026002968,2026-05-21,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,extraccion,,,,,-7837500.0,ARS,,,DIS,Extracción - TR 20260521131616
CD 2026002598,2026002598,2026-05-20,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,deposito,,,,,2315000.0,ARS,,,DIS,Depósito
CD 2026002599,2026002599,2026-05-20,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,deposito,,,,,84500.35,ARS,,,DIS,Depósito 
BOL 2026080663,2026080663,2026-05-20,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,compra,Compra,APS1L,0.0,139259.58,0.0,ARS,,Inm NG,DIS,"Compra [APS1L] 200.000,00@139259,58 (ARS Inm NG)"
BOL 2026079855,2026079855,2026-05-19,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,-200.0,,-84500.35,ARS,,,DIS,"Venta [DLR092026] 200,00@1523,00 (ARS)"
CD 2026002582,2026002582,2026-05-19,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,deposito,,,,,100000.0,ARS,,,DIS,Depósito
CD 2026002555,2026002555,2026-05-18,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,deposito,,,,,11735000.0,ARS,,,DIS,Depósito 
CE 2026002847,2026002847,2026-05-15,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,extraccion,,,,,-6730000.0,ARS,,,DIS,Extracción - TR 20260515124342
CEV 2026000463,2026000463,2026-05-14,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,-50000000.0,,,,,,DIS,Entrega de valores - *CVA060800007
CEV 2026000462,2026000462,2026-05-14,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,-50000000.0,,,,,,DIS,Entrega de valores - *CVA110800015
CEV 2026000461,2026000461,2026-05-14,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,-50000000.0,,,,,,DIS,Entrega de valores - *CVA160800011
CD 2026002500,2026002500,2026-05-14,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,deposito,,,,,17790000.0,ARS,,,DIS,Depósito
CE 2026002784,2026002784,2026-05-13,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,extraccion,,,,,-19662683.27,ARS,,,DIS,Extracción - TR 20260513130119
(1),1,2026-05-13,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,142546891.16,ARS,,,DIS,"Movimiento de fondos - Saldo derivado por mercado *CVA270700010, *CVA010800006, *CVA220700011"
CEV 2026000458,2026000458,2026-05-13,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,-50000000.0,,,,,,DIS,Entrega de valores - *CVA010800006
CEV 2026000459,2026000459,2026-05-13,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,-50000000.0,,,,,,DIS,Entrega de valores - *CVA220700011
CEV 2026000460,2026000460,2026-05-13,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,-50000000.0,,,,,,DIS,Entrega de valores - *CVA270700010
CE 2026002757,2026002757,2026-05-12,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,extraccion,,,,,-21395000.0,ARS,,,DIS,Extracción - TR 20260512113705
BOL 2026076173,2026076173,2026-05-12,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,-100.0,,-42316.73,ARS,,,DIS,"Venta [DLR092026] 100,00@1514,50 (ARS)"
CD 2026002436,2026002436,2026-05-11,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,deposito,,,,,49679.98,ARS,,,DIS,Depósito
CD 2026002440,2026002440,2026-05-11,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,deposito,,,,,5105000.0,ARS,,,DIS,Depósito
CD 2026002394,2026002394,2026-05-08,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,deposito,,,,,16290000.0,ARS,,,DIS,Depósito
BOL 2026074509,2026074509,2026-05-08,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,caucion_col_ap,Caución colocadora · Apertura,,,19.2,0.0,ARS,,3 días,DIS,"Caución colocadora ARS 1.500.000.000,00@19,2% (ARS 3 días) (Apertura)"
BOL 2026074510,2026074510,2026-05-08,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,caucion_col_ci,Caución colocadora · Cierre,,,19.2,-49679.99000000954,ARS,,3 días,DIS,"Caución colocadora ARS 1.500.000.000,00@19,2% (ARS 3 días) (Cierre)"
CE 2026002666,2026002666,2026-05-07,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,extraccion,,,,,-18297500.0,ARS,,,DIS,Extracción - TR 20260507130021
CE 2026002627,2026002627,2026-05-06,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,extraccion,,,,,-31222500.0,ARS,,,DIS,Extracción - TR 20260506122952
CLD 2026040696,2026040696,2026-05-06,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,13422500.0,ARS,,,DIS,"Diferencias diarias - [DLR052026] - 06/05/2026 - Cierre 1404,50"
CLD 2026040704,2026040704,2026-05-06,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,otro,,,,,4875000.0,ARS,,,DIS,"Diferencias diarias - [DLR062026] - 06/05/2026 - Cierre 1430,50"
CD 2026002308,2026002308,2026-05-05,IAM,1178,[1178] IAM FCI DINAMICO ABIERTO PYMES,deposito,,,,,17322500.0,ARS,,,DIS,Depósito
