boleto,concertacion,id_cuenta,denominacion,mercado,moneda,operacion,tipo_operacion,instrumento,segmento,nivel_3,etapa,es_cierre,cantidad_ops,bruto,arancel,mep,estado_match,n_movimientos,tasa_pct,tasa_raw,cod_instrumento,nominal_info,nm_fecha,nm_ticker,nm_categoria,nm_op,nm_cantidad,nm_precio,nm_importe,nm_moneda,nm_plazo,nm_estado,nm_cuenta,nm_informacion,nm_cantidad_total_boleto,nm_importe_total_boleto
BOL 2026076892,2026-05-13,1892,SM AGRO S.A.,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*CVA010800006] *CVA010800006 Nro. 9821441 Vto. 05/08/2026,PRODUCTORES,PJ GRANDE,,NO,50000000,47279792.75,115068.49,1428.3695,OK,1,25.0,25,*CVA010800006,50000000.0,2026-05-13,,otro,,-50000000,,47108523.1,ARS,,DIS,[1892] SM AGRO S.A.,"Subasta [*CVA010800006] 50.000.000,00@25% (ARS Inm)",-50000000,47108523.1
BOL 2026076893,2026-05-13,1178,IAM FCI DINAMICO ABIERTO PYMES,MAV,ARS,Compras ECHEQ,ECHEQ - Compra,[*CVA160800011] *CVA160800011 Nro. 9821444 Vto. 20/08/2026,INSTITUCIONALES,PJ GRANDE,,NO,50000000,46737348.9,26849.32,1428.3695,OK,1,26.0,26,*CVA160800011,50000000.0,2026-05-13,,otro,,50000000,,-46786802.23,ARS,,DIS,[1178] IAM FCI DINAMICO ABIERTO PYMES,"Compra [*CVA160800011] 50.000.000,00@26% (ARS 24hs)",50000000,-46786802.23
BOL 2026076894,2026-05-13,1892,SM AGRO S.A.,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*CVA220700011] *CVA220700011 Nro. 9821439 Vto. 24/07/2026,PRODUCTORES,PJ GRANDE,,NO,50000000,47650130.55,98630.14,1428.3695,OK,1,25.0,25,*CVA220700011,50000000.0,2026-05-13,,otro,,-50000000,,47503112.89,ARS,,DIS,[1892] SM AGRO S.A.,"Subasta [*CVA220700011] 50.000.000,00@25% (ARS Inm)",-50000000,47503112.89
BOL 2026076895,2026-05-13,1178,IAM FCI DINAMICO ABIERTO PYMES,MAV,ARS,Compras ECHEQ,ECHEQ - Compra,[*CVA220700011] *CVA220700011 Nro. 9821439 Vto. 24/07/2026,INSTITUCIONALES,PJ GRANDE,,NO,50000000,47650130.55,19726.03,1428.3695,OK,1,25.0,25,*CVA220700011,50000000.0,2026-05-13,,otro,,50000000,,-47687836.65,ARS,,DIS,[1178] IAM FCI DINAMICO ABIERTO PYMES,"Compra [*CVA220700011] 50.000.000,00@25% (ARS Inm)",50000000,-47687836.65
BOL 2026076896,2026-05-13,1892,SM AGRO S.A.,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*CVA270700010] *CVA270700010 Nro. 9821440 Vto. 29/07/2026,PRODUCTORES,PJ GRANDE,,NO,50000000,47495120.36,105479.45,1428.3695,OK,1,25.0,25,*CVA270700010,50000000.0,2026-05-13,,otro,,-50000000,,47337989.43,ARS,,DIS,[1892] SM AGRO S.A.,"Subasta [*CVA270700010] 50.000.000,00@25% (ARS Inm)",-50000000,47337989.43
BOL 2026077202,2026-05-13,1108,TAMBOS Y CABAÑAS LAS CUATRO MARIAS SA,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*NOV120800051] *NOV120800051 Nro. 1701 Vto. 14/08/2026,TERCEROS,PJ GRANDE,,NO,50000000,47147876.41,126027.4,1428.3695,OK,1,24.0,24,*NOV120800051,50000000.0,2026-05-13,,otro,,-50000000,,46961153.9,ARS,,DIS,[1108] TAMBOS Y CABAÑAS LAS CUATRO MARIAS SA,"Subasta [*NOV120800051] 50.000.000,00@24% (ARS 24hs)",-50000000,46961153.9
BOL 2026077203,2026-05-13,105,LA SEGUNDA ASEGURADORA DE RIESGO Y TRABAJO S.A.,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UMV130570008] #UMV130570008 Nro. 149611 Vto. 17/05/2027,INSTITUCIONALES,PJ GRANDE,,NO,105400,141849378,1473409.79,1428.3695,OK,1,3.0,3,#UMV130570008,105400.0,2026-05-13,,otro,,105400,,-143683695.16,ARS,,DIS,[105] LA SEGUNDA ASEGURADORA DE RIESGO Y TRABAJO S.A.,"Compra [#UMV130570008] 105.400,00@3% (ARS 24hs)",105400,-143683695.16
BOL 2026077204,2026-05-13,1108,TAMBOS Y CABAÑAS LAS CUATRO MARIAS SA,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*NOV130800045] *NOV130800045 Nro. 1702 Vto. 18/08/2026,TERCEROS,PJ GRANDE,,NO,50000000,47031233.89,131506.85,1428.3695,OK,1,24.0,24,*NOV130800045,50000000.0,2026-05-13,,otro,,-50000000,,46837965.92,ARS,,DIS,[1108] TAMBOS Y CABAÑAS LAS CUATRO MARIAS SA,"Subasta [*NOV130800045] 50.000.000,00@24% (ARS 24hs)",-50000000,46837965.92
BOL 2026077315,2026-05-13,795,DETX MOL SA,MAV,ARS,Subasta Pagares,Pagarés - Subasta,[#UMV130570008] #UMV130570008 Nro. 149611 Vto. 17/05/2027,CORPORATIVOS,PJ PEQUEÑA,,NO,105400,141849378,1473409.79,1428.3695,OK,1,3.0,3,#UMV130570008,105400.0,2026-05-13,,otro,,-105400,,139963569.49,ARS,,DIS,[795] DETX MOL SA,"Subasta [#UMV130570008] 105.400,00@3% (ARS 24hs)",-105400,139963569.49
BOL 2026077316,2026-05-13,1110,RAYO PAMPA SA,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*NOV130800044] *NOV130800044 Nro. 390 Vto. 18/08/2026,TERCEROS,PJ MEDIANA,,NO,50000000,47031233.89,131506.85,1428.3695,OK,1,24.0,24,*NOV130800044,50000000.0,2026-05-13,,otro,,-50000000,,46837965.92,ARS,,DIS,[1110] RAYO PAMPA SA,"Subasta [*NOV130800044] 50.000.000,00@24% (ARS 24hs)",-50000000,46837965.92
BOL 2026077317,2026-05-13,1110,RAYO PAMPA SA,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*NOV120800050] *NOV120800050 Nro. 389 Vto. 14/08/2026,TERCEROS,PJ MEDIANA,,NO,50000000,47147876.41,126027.4,1428.3695,OK,1,24.0,24,*NOV120800050,50000000.0,2026-05-13,,otro,,-50000000,,46961153.9,ARS,,DIS,[1110] RAYO PAMPA SA,"Subasta [*NOV120800050] 50.000.000,00@24% (ARS 24hs)",-50000000,46961153.9
BOL 2026077318,2026-05-13,147,COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UNO150570001] #UNO150570001 Nro. 149710 Vto. 19/05/2027,COOPERATIVAS,PJ GRANDE,,NO,100000,129465829.9,1405519.41,1428.3695,OK,1,7.0,7,#UNO150570001,100000.0,2026-05-13,,otro,,100000,,-131213504.48,ARS,,DIS,[147] COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,"Compra [#UNO150570001] 100.000,00@7% (ARS 24hs)",100000,-131213504.48
BOL 2026071371,2026-05-04,194,COOPERATIVA AGROPECUARIA UNION DE JUSTINIANO POSSE LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UBS301060001] #UBS301060001 Nro. 148157 Vto. 03/11/2026,COOPERATIVAS,PJ GRANDE,,NO,340000,459827868.8,1639000.78,1435.9862,OK,1,4.25,"4,25",#UBS301060001,340000.0,2026-05-04,,otro,,340000,,-461977977.27,ARS,,DIS,[194] COOPERATIVA AGROPECUARIA UNION DE JUSTINIANO POSSE LTDA,"Compra [#UBS301060001] 340.000,00@4,25% (ARS 24hs)",340000,-461977977.27
BOL 2026065674,2026-04-28,425,"LINGUA , LUCAS FRANCISCO",MAV,ARS,Subasta Pagares,Pagarés - Subasta,[#UCO101260001] #UCO101260001 Nro. 147660 Vto. 14/12/2026,PRODUCTORES,PH ALTO PATRIMONIO,,NO,40000,54304858,354601.54,1446.6667,OK,1,6.5,"6,5",#UCO101260001,40000.0,2026-04-28,,otro,,-40000,,53836364.82,ARS,,DIS,"[425] LINGUA , LUCAS FRANCISCO","Subasta [#UCO101260001] 40.000,00@6,5% (ARS 24hs)",-40000,53836364.82
BOL 2026065675,2026-04-28,795,DETX MOL SA,MAV,ARS,Subasta Pagares,Pagarés - Subasta,[#UMV280470008] #UMV280470008 Nro. 147703 Vto. 30/04/2027,CORPORATIVOS,PJ PEQUEÑA,,NO,417000,572008119.8,5908296.59,1446.6667,OK,1,3.0,3,#UMV280470008,417000.0,2026-04-28,,otro,,-417000,,564443803.07,ARS,,DIS,[795] DETX MOL SA,"Subasta [#UMV280470008] 417.000,00@3% (ARS 24hs)",-417000,564443803.07
BOL 2026065676,2026-04-28,194,COOPERATIVA AGROPECUARIA UNION DE JUSTINIANO POSSE LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UCO101260001] #UCO101260001 Nro. 147660 Vto. 14/12/2026,COOPERATIVAS,PJ GRANDE,,NO,40000,54304858,248221.08,1446.6667,OK,1,6.5,"6,5",#UCO101260001,40000.0,2026-04-28,,otro,,40000,,-54624918.18,ARS,,DIS,[194] COOPERATIVA AGROPECUARIA UNION DE JUSTINIANO POSSE LTDA,"Compra [#UCO101260001] 40.000,00@6,5% (ARS 24hs)",40000,-54624918.18
BOL 2026065677,2026-04-28,105,LA SEGUNDA ASEGURADORA DE RIESGO Y TRABAJO S.A.,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UMV280470008] #UMV280470008 Nro. 147703 Vto. 30/04/2027,INSTITUCIONALES,PJ GRANDE,,NO,417000,572008119.8,5908296.59,1446.6667,OK,1,3.0,3,#UMV280470008,417000.0,2026-04-28,,otro,,417000,,-579364797.63,ARS,,DIS,[105] LA SEGUNDA ASEGURADORA DE RIESGO Y TRABAJO S.A.,"Compra [#UMV280470008] 417.000,00@3% (ARS 24hs)",417000,-579364797.63
BOL 2026062720,2026-04-23,194,COOPERATIVA AGROPECUARIA UNION DE JUSTINIANO POSSE LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UAC251160001] #UAC251160001 Nro. 147095 Vto. 27/11/2026,COOPERATIVAS,PJ GRANDE,,NO,60000,81223380,349578.08,1425.885,OK,1,5.75,"5,75",#UAC251160001,60000.0,2026-04-23,,otro,,60000,,-81675853.56,ARS,,DIS,[194] COOPERATIVA AGROPECUARIA UNION DE JUSTINIANO POSSE LTDA,"Compra [#UAC251160001] 60.000,00@5,75% (ARS 24hs)",60000,-81675853.56
BOL 2026062721,2026-04-23,194,COOPERATIVA AGROPECUARIA UNION DE JUSTINIANO POSSE LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UAC201160006] #UAC201160006 Nro. 147094 Vto. 25/11/2026,COOPERATIVAS,PJ GRANDE,,NO,60000,81248132,346356.16,1425.885,OK,1,5.75,"5,75",#UAC201160006,60000.0,2026-04-23,,otro,,60000,,-81696716.02,ARS,,DIS,[194] COOPERATIVA AGROPECUARIA UNION DE JUSTINIANO POSSE LTDA,"Compra [#UAC201160006] 60.000,00@5,75% (ARS 24hs)",60000,-81696716.02
BOL 2026062722,2026-04-23,194,COOPERATIVA AGROPECUARIA UNION DE JUSTINIANO POSSE LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UAC151160003] #UAC151160003 Nro. 147093 Vto. 18/11/2026,COOPERATIVAS,PJ GRANDE,,NO,60000,81334890,335079.45,1425.885,OK,1,5.75,"5,75",#UAC151160003,60000.0,2026-04-23,,otro,,60000,,-81769860.7,ARS,,DIS,[194] COOPERATIVA AGROPECUARIA UNION DE JUSTINIANO POSSE LTDA,"Compra [#UAC151160003] 60.000,00@5,75% (ARS 24hs)",60000,-81769860.7
BOL 2026062723,2026-04-23,194,COOPERATIVA AGROPECUARIA UNION DE JUSTINIANO POSSE LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UAC301160004] #UAC301160004 Nro. 147096 Vto. 02/12/2026,COOPERATIVAS,PJ GRANDE,,NO,60000,81161570,357632.88,1425.885,OK,1,5.75,"5,75",#UAC301160004,60000.0,2026-04-23,,otro,,60000,,-81623767.43,ARS,,DIS,[194] COOPERATIVA AGROPECUARIA UNION DE JUSTINIANO POSSE LTDA,"Compra [#UAC301160004] 60.000,00@5,75% (ARS 24hs)",60000,-81623767.43
BOL 2026060102,2026-04-21,157,COOP AGRICOLA GANADERA DE JUSTINIANO POSSE LIMITADA,MAV,ARS,Subasta Pagares,Pagarés - Subasta,[#UMV300460075] #UMV300460075 Nro. 124938 Vto. 04/05/2026,COOPERATIVAS,PJ GRANDE,,NO,190000,260086090.2,92897.34,1414.1715,OK,1,8.0,8,#UMV300460075,190000.0,2026-04-21,,otro,,-190000,,259946410.01,ARS,,DIS,[157] COOP AGRICOLA GANADERA DE JUSTINIANO POSSE LIMITADA,"Subasta [#UMV300460075] 190.000,00@8% (ARS 24hs)",-190000,259946410.01
BOL 2026060103,2026-04-21,255,ACA VALORES S.A. - INTERMEDIACION,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UMV300460075] #UMV300460075 Nro. 124938 Vto. 04/05/2026,,,,NO,190000,260142936.7,0,1414.1715,SIN_MOVIMIENTO,0,,,,,,,,,,,,,,,,,,
BOL 2026060104,2026-04-21,194,COOPERATIVA AGROPECUARIA UNION DE JUSTINIANO POSSE LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UCO200760002] #UCO200760002 Nro. 146864 Vto. 22/07/2026,COOPERATIVAS,PJ GRANDE,,NO,10562.55,14283979.5,25583.56,1414.1715,OK,1,6.0,6,#UCO200760002,10562.55,2026-04-21,,otro,,10562.55,,-14320120.69,ARS,,DIS,[194] COOPERATIVA AGROPECUARIA UNION DE JUSTINIANO POSSE LTDA,"Compra [#UCO200760002] 10.562,55@6% (ARS Inm)",10562.55,-14320120.69
BOL 2026060105,2026-04-21,1021,"GOYENECHE, GUILLERMO GERARDO",MAV,ARS,Subasta Pagares,Pagarés - Subasta,[#UCO200760002] #UCO200760002 Nro. 146864 Vto. 22/07/2026,PRODUCTORES,PH ALTO PATRIMONIO,,NO,10562.55,14283979.5,36547.94,1414.1715,OK,1,6.0,6,#UCO200760002,10562.55,2026-04-21,,otro,,-10562.55,,14229386.32,ARS,,DIS,"[1021] GOYENECHE, GUILLERMO GERARDO ","Subasta [#UCO200760002] 10.562,55@6% (ARS Inm)",-10562.55,14229386.32
BOL 2026058758,2026-04-20,147,COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UNO300470001] #UNO300470001 Nro. 146602 Vto. 04/05/2027,COOPERATIVAS,PJ GRANDE,,NO,60000,75902891.76,845082.09,1410.4524,OK,1,7.25,"7,25",#UNO300470001,60000.0,2026-04-20,,otro,,60000,,-76952993.84,ARS,,DIS,[147] COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,"Compra [#UNO300470001] 60.000,00@7,25% (ARS 24hs)",60000,-76952993.84
BOL 2026058759,2026-04-20,147,COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UNO160470001] #UNO160470001 Nro. 146601 Vto. 20/04/2027,COOPERATIVAS,PJ GRANDE,,NO,60000,76099729.01,813782.75,1410.4524,OK,1,7.25,"7,25",#UNO160470001,60000.0,2026-04-20,,otro,,60000,,-77112030.34,ARS,,DIS,[147] COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,"Compra [#UNO160470001] 60.000,00@7,25% (ARS 24hs)",60000,-77112030.34
BOL 2026058760,2026-04-20,147,COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UNO090470002] #UNO090470002 Nro. 146606 Vto. 13/04/2027,COOPERATIVAS,PJ GRANDE,,NO,85000,107947921.5,1130688.54,1410.4524,OK,1,7.25,"7,25",#UNO090470002,85000.0,2026-04-20,,otro,,85000,,-109355239.75,ARS,,DIS,[147] COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,"Compra [#UNO090470002] 85.000,00@7,25% (ARS 24hs)",85000,-109355239.75
BOL 2026058761,2026-04-20,147,COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UNO230470001] #UNO230470001 Nro. 146607 Vto. 27/04/2027,COOPERATIVAS,PJ GRANDE,,NO,85000,107668340,1175029.26,1410.4524,OK,1,7.25,"7,25",#UNO230470001,85000.0,2026-04-20,,otro,,85000,,-109129209.02,ARS,,DIS,[147] COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,"Compra [#UNO230470001] 85.000,00@7,25% (ARS 24hs)",85000,-109129209.02
BOL 2026058952,2026-04-20,150,COOPERATIVA AGRICOLA GANADERA LIMITADA GUILLERMO LEHMANN,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UMV150760205] #UMV150760205 Nro. 146597 Vto. 17/07/2026,COOPERATIVAS,PJ GRANDE,,NO,2000000,2699236610,6557956.25,1410.4524,OK,1,3.2,"3,2",#UMV150760205,2000000.0,2026-04-20,,otro,,2000000,,-2708129786.03,ARS,,DIS,[150] COOPERATIVA AGRICOLA GANADERA LIMITADA GUILLERMO LEHMANN,"Compra [#UMV150760205] 2.000.000,00@3,2% (ARS Inm)",2000000,-2708129786.03
BOL 2026057205,2026-04-16,1178,IAM FCI DINAMICO ABIERTO PYMES,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UPO280860001] #UPO280860001 Vto. 01/09/2026,INSTITUCIONALES,PJ GRANDE,,NO,14700,20045752.02,15048.04,1406.035,OK,1,0.0,0,#UPO280860001,14700.0,2026-04-16,,otro,,14700,,-20071236.76,ARS,,DIS,[1178] IAM FCI DINAMICO ABIERTO PYMES,"Compra [#UPO280860001] 14.700,00@0% (ARS 24hs)",14700,-20071236.76
BOL 2026057206,2026-04-16,186,FCI MAF ABIERTO PYMES,MAV,ARS,Subasta Pagares,Pagarés - Subasta,[#UPO280860001] #UPO280860001 Vto. 01/09/2026,INSTITUCIONALES,PJ GRANDE,,NO,14700,20045752.02,15048.04,1406.035,OK,1,0.0,0,#UPO280860001,14700.0,2026-04-16,,otro,,-14700,,20012990.68,ARS,,DIS,[186] FCI MAF ABIERTO PYMES ,"Subasta [#UPO280860001] 14.700,00@0% (ARS 24hs)",-14700,20012990.68
BOL 2026057207,2026-04-16,186,FCI MAF ABIERTO PYMES,MAV,ARS,Subasta Pagares,Pagarés - Subasta,[#UPO270960001] #UPO270960001 Vto. 30/09/2026,INSTITUCIONALES,PJ GRANDE,,NO,15500,21136677.3,19225.69,1406.035,OK,1,0.0,0,#UPO270960001,15500.0,2026-04-16,,otro,,-15500,,21098068.99,ARS,,DIS,[186] FCI MAF ABIERTO PYMES ,"Subasta [#UPO270960001] 15.500,00@0% (ARS 24hs)",-15500,21098068.99
BOL 2026057208,2026-04-16,1178,IAM FCI DINAMICO ABIERTO PYMES,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UPO300560003] #UPO300560003 Vto. 03/06/2026,INSTITUCIONALES,PJ GRANDE,,NO,10600,14454759.96,3722.6,1406.035,OK,1,0.0,0,#UPO300560003,10600.0,2026-04-16,,otro,,10600,,-14462004.45,ARS,,DIS,[1178] IAM FCI DINAMICO ABIERTO PYMES,"Compra [#UPO300560003] 10.600,00@0% (ARS 24hs)",10600,-14462004.45
BOL 2026057209,2026-04-16,1178,IAM FCI DINAMICO ABIERTO PYMES,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UPO270960001] #UPO270960001 Vto. 30/09/2026,INSTITUCIONALES,PJ GRANDE,,NO,15500,21136677.3,19225.69,1406.035,OK,1,0.0,0,#UPO270960001,15500.0,2026-04-16,,otro,,15500,,-21167612.99,ARS,,DIS,[1178] IAM FCI DINAMICO ABIERTO PYMES,"Compra [#UPO270960001] 15.500,00@0% (ARS 24hs)",15500,-21167612.99
BOL 2026057210,2026-04-16,186,FCI MAF ABIERTO PYMES,MAV,ARS,Subasta Pagares,Pagarés - Subasta,[#UPO300560003] #UPO300560003 Vto. 03/06/2026,INSTITUCIONALES,PJ GRANDE,,NO,10600,14454759.96,3722.6,1406.035,OK,1,0.0,0,#UPO300560003,10600.0,2026-04-16,,otro,,-10600,,14444775.33,ARS,,DIS,[186] FCI MAF ABIERTO PYMES ,"Subasta [#UPO300560003] 10.600,00@0% (ARS 24hs)",-10600,14444775.33
BOL 2026055921,2026-04-15,170,COOPERATIVA LA GANADERA GENERAL RAMIREZ AGROPECUARIA DE CONS Y PROV DE SERV PUBLICOS LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UAC151260003] #UAC151260003 Nro. 146018 Vto. 17/12/2026,COOPERATIVAS,PJ GRANDE,,NO,100000,132260214.9,933452.05,1399.3121,OK,1,7.0,7,#UAC151260003,100000.0,2026-04-15,,otro,,100000,,-133437702.33,ARS,,DIS,[170] COOPERATIVA LA GANADERA GENERAL RAMIREZ AGROPECUARIA DE CONS Y PROV DE SERV PUBLICOS LTDA,"Compra [#UAC151260003] 100.000,00@7% (ARS Inm)",100000,-133437702.33
BOL 2026055948,2026-04-15,194,COOPERATIVA AGROPECUARIA UNION DE JUSTINIANO POSSE LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UAC150170004] #UAC150170004 Nro. 146019 Vto. 19/01/2027,COOPERATIVAS,PJ GRANDE,,NO,100000,131465682,741069.86,1399.3121,OK,1,7.0,7,#UAC150170004,100000.0,2026-04-15,,otro,,100000,,-132410098.52,ARS,,DIS,[194] COOPERATIVA AGROPECUARIA UNION DE JUSTINIANO POSSE LTDA,"Compra [#UAC150170004] 100.000,00@7% (ARS Inm)",100000,-132410098.52
BOL 2026055325,2026-04-14,170,COOPERATIVA LA GANADERA GENERAL RAMIREZ AGROPECUARIA DE CONS Y PROV DE SERV PUBLICOS LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UBS091260001] #UBS091260001 Nro. 145898 Vto. 11/12/2026,COOPERATIVAS,PJ GRANDE,,NO,100000,132137168.3,899830.55,1411.2237,OK,1,4.75,"4,75",#UBS091260001,100000.0,2026-04-14,,otro,,100000,,-133273929.09,ARS,,DIS,[170] COOPERATIVA LA GANADERA GENERAL RAMIREZ AGROPECUARIA DE CONS Y PROV DE SERV PUBLICOS LTDA,"Compra [#UBS091260001] 100.000,00@4,75% (ARS Inm)",100000,-133273929.09
BOL 2026054341,2026-04-10,194,COOPERATIVA AGROPECUARIA UNION DE JUSTINIANO POSSE LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UDO190470001] #UDO190470001 Nro. 145189 Vto. 21/04/2027,COOPERATIVAS,PJ GRANDE,,NO,90000,116736621.4,890535.62,1406.8411,OK,1,6.5,"6,5",#UDO190470001,90000.0,2026-04-10,,otro,,90000,,-117856544.88,ARS,,DIS,[194] COOPERATIVA AGROPECUARIA UNION DE JUSTINIANO POSSE LTDA,"Compra [#UDO190470001] 90.000,00@6,5% (ARS 24hs)",90000,-117856544.88
BOL 2026054354,2026-04-10,170,COOPERATIVA LA GANADERA GENERAL RAMIREZ AGROPECUARIA DE CONS Y PROV DE SERV PUBLICOS LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UVA061160001] #UVA061160001 Nro. 145649 Vto. 11/11/2026,COOPERATIVAS,PJ GRANDE,,NO,49000,66155282.05,399866.85,1406.8411,OK,1,7.0,7,#UVA061160001,49000.0,2026-04-10,,otro,,49000,,-66663135.3,ARS,,DIS,[170] COOPERATIVA LA GANADERA GENERAL RAMIREZ AGROPECUARIA DE CONS Y PROV DE SERV PUBLICOS LTDA,"Compra [#UVA061160001] 49.000,00@7% (ARS 24hs)",49000,-66663135.3
BOL 2026052163,2026-04-07,147,COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UAU180270001] #UAU180270001 Nro. 145134 Vto. 22/02/2027,COOPERATIVAS,PJ GRANDE,,NO,150000,195071571.6,1830165.96,1426.5181,OK,1,8.0,8,#UAU180270001,150000.0,2026-04-07,,otro,,150000,,-197356883.43,ARS,,DIS,[147] COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,"Compra [#UAU180270001] 150.000,00@8% (ARS 24hs)",150000,-197356883.43
BOL 2026052288,2026-04-07,170,COOPERATIVA LA GANADERA GENERAL RAMIREZ AGROPECUARIA DE CONS Y PROV DE SERV PUBLICOS LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UVA311060001] #UVA311060001 Nro. 145145 Vto. 04/11/2026,COOPERATIVAS,PJ GRANDE,,NO,35000,46577229.55,284938.36,1426.5181,OK,1,11.0,11,#UVA311060001,35000.0,2026-04-07,,otro,,35000,,-46938912.5,ARS,,DIS,[170] COOPERATIVA LA GANADERA GENERAL RAMIREZ AGROPECUARIA DE CONS Y PROV DE SERV PUBLICOS LTDA,"Compra [#UVA311060001] 35.000,00@11% (ARS 24hs)",35000,-46938912.5
BOL 2026049319,2026-04-01,170,COOPERATIVA LA GANADERA GENERAL RAMIREZ AGROPECUARIA DE CONS Y PROV DE SERV PUBLICOS LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UVA031160001] #UVA031160001 Nro. 144821 Vto. 05/11/2026,COOPERATIVAS,PJ GRANDE,,NO,20000,26997187.4,163980.82,1426.3604,OK,1,7.0,7,#UVA031160001,20000.0,2026-04-01,,otro,,20000,,-27205404.17,ARS,,DIS,[170] COOPERATIVA LA GANADERA GENERAL RAMIREZ AGROPECUARIA DE CONS Y PROV DE SERV PUBLICOS LTDA,"Compra [#UVA031160001] 20.000,00@7% (ARS 24hs)",20000,-27205404.17
BOL 2026046335,2026-03-27,194,COOPERATIVA AGROPECUARIA UNION DE JUSTINIANO POSSE LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UBI211160001] #UBI211160001 Nro. 144125 Vto. 26/11/2026,COOPERATIVAS,PJ GRANDE,,NO,170000,226459856.4,1105754.52,1424.1726,OK,1,6.5,"6,5",#UBI211160001,170000.0,2026-03-27,,otro,,170000,,-227880024.3,ARS,,DIS,[194] COOPERATIVA AGROPECUARIA UNION DE JUSTINIANO POSSE LTDA,"Compra [#UBI211160001] 170.000,00@6,5% (ARS Inm)",170000,-227880024.3
BOL 2026046603,2026-03-27,170,COOPERATIVA LA GANADERA GENERAL RAMIREZ AGROPECUARIA DE CONS Y PROV DE SERV PUBLICOS LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UNO291260003] #UNO291260003 Nro. 144354 Vto. 04/01/2027,COOPERATIVAS,PJ GRANDE,,NO,50000,64904773.98,525591.03,1424.1726,OK,1,7.25,"7,25",#UNO291260003,50000.0,2026-03-27,,otro,,50000,,-65564299.56,ARS,,DIS,[170] COOPERATIVA LA GANADERA GENERAL RAMIREZ AGROPECUARIA DE CONS Y PROV DE SERV PUBLICOS LTDA,"Compra [#UNO291260003] 50.000,00@7,25% (ARS 24hs)",50000,-65564299.56
BOL 2026044691,2026-03-25,144,COOPERATIVA AGROPECUARIA UNIFICADA LIMITADA DE ELORTONDO,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UAC310370001] #UAC310370001 Nro. 143796 Vto. 05/04/2027,COOPERATIVAS,PJ GRANDE,,NO,116500,150006248.2,1667830.76,1404.0255,OK,1,8.0,8,#UAC310370001,116500.0,2026-03-25,,otro,,116500,,-152078775.72,ARS,,DIS,[144] COOPERATIVA AGROPECUARIA UNIFICADA LIMITADA DE ELORTONDO,"Compra [#UAC310370001] 116.500,00@8% (ARS 24hs)",116500,-152078775.72
