boleto,concertacion,id_cuenta,denominacion,mercado,moneda,operacion,tipo_operacion,instrumento,segmento,nivel_3,etapa,es_cierre,cantidad_ops,bruto,arancel,mep,estado_match,n_movimientos,tasa_pct,tasa_raw,cod_instrumento,nominal_info,nm_fecha,nm_ticker,nm_categoria,nm_op,nm_cantidad,nm_precio,nm_importe,nm_moneda,nm_plazo,nm_estado,nm_cuenta,nm_informacion,nm_cantidad_total_boleto,nm_importe_total_boleto
BOL 2026105163,2026-06-29,157,COOP AGRICOLA GANADERA DE JUSTINIANO POSSE LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UDO150170001] #UDO150170001 Nro. 155078 Vto. 19/01/2027,COOPERATIVAS,PJ GRANDE,,NO,65000,92512459.15,533121.63,1511.353,OK,1,6.5,"6,5",#UDO150170001,65000.0,2026-06-29,,otro,,65000,,-93191118.35,ARS,,DIS,[157] COOP AGRICOLA GANADERA DE JUSTINIANO POSSE LIMITADA,"Compra [#UDO150170001] 65.000,00@6,5% (ARS 24hs)",65000,-93191118.35
BOL 2026105164,2026-06-29,157,COOP AGRICOLA GANADERA DE JUSTINIANO POSSE LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UDO281260001] #UDO281260001 Nro. 155077 Vto. 30/12/2026,COOPERATIVAS,PJ GRANDE,,NO,65000,92831559.22,480597.33,1511.353,OK,1,6.5,"6,5",#UDO281260001,65000.0,2026-06-29,,otro,,65000,,-93446779.85,ARS,,DIS,[157] COOP AGRICOLA GANADERA DE JUSTINIANO POSSE LIMITADA,"Compra [#UDO281260001] 65.000,00@6,5% (ARS 24hs)",65000,-93446779.85
BOL 2026103638,2026-06-25,146,COOPERATIVA AGROPECUARIA DE ARMSTRONG LTDA.,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UFE250860001] #UFE250860001 Nro. 123773 Vto. 27/08/2026,COOPERATIVAS,PJ GRANDE,,NO,50000,73082255.04,127557.2,1501.6322,OK,1,6.5,"6,5",#UFE250860001,50000.0,2026-06-25,,otro,,50000,,-73255169.45,ARS,,DIS,[146] COOPERATIVA AGROPECUARIA DE ARMSTRONG LTDA.,"Compra [#UFE250860001] 50.000,00@6,5% (ARS Inm)",50000,-73255169.45
BOL 2026103639,2026-06-25,176,COTAGRO COOPERATIVA AGROPECUARIA LIMITADA,MAV,ARS,Subasta Pagares,Pagarés - Subasta,[#UFE250860001] #UFE250860001 Nro. 123773 Vto. 27/08/2026,COOPERATIVAS,PJ GRANDE,,NO,50000,73082255.04,127557.2,1501.6322,OK,1,6.5,"6,5",#UFE250860001,50000.0,2026-06-25,,otro,,-50000,,72890770.42,ARS,,DIS,[176] COTAGRO COOPERATIVA AGROPECUARIA LIMITADA,"Subasta [#UFE250860001] 50.000,00@6,5% (ARS Inm)",-50000,72890770.42
BOL 2026103659,2026-06-25,157,COOP AGRICOLA GANADERA DE JUSTINIANO POSSE LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UAC310570002] #UAC310570002 Nro. 154790 Vto. 02/06/2027,COOPERATIVAS,PJ GRANDE,,NO,50000,69671329.26,690428.63,1501.6322,OK,1,6.5,"6,5",#UAC310570002,50000.0,2026-06-25,,otro,,50000,,-70532038.59,ARS,,DIS,[157] COOP AGRICOLA GANADERA DE JUSTINIANO POSSE LIMITADA,"Compra [#UAC310570002] 50.000,00@6,5% (ARS 24hs)",50000,-70532038.59
BOL 2026103660,2026-06-25,259,"ALLEMAN, RICARDO NOEL",MAV,ARS,Subasta Pagares,Pagarés - Subasta,[#UAC300670001] #UAC300670001 Nro. 154799 Vto. 02/07/2027,PRODUCTORES,PH ALTO PATRIMONIO,,NO,11000,15250883.53,165257.43,1501.6322,OK,1,6.5,"6,5",#UAC300670001,11000.0,2026-06-25,,otro,,-11000,,15039849.9,ARS,,DIS,"[259] ALLEMAN, RICARDO NOEL","Subasta [#UAC300670001] 11.000,00@6,5% (ARS 24hs)",-11000,15039849.9
BOL 2026103661,2026-06-25,259,"ALLEMAN, RICARDO NOEL",MAV,ARS,Subasta Pagares,Pagarés - Subasta,[#UAC310570002] #UAC310570002 Nro. 154790 Vto. 02/06/2027,PRODUCTORES,PH ALTO PATRIMONIO,,NO,50000,69671329.26,690428.63,1501.6322,OK,1,6.5,"6,5",#UAC310570002,50000.0,2026-06-25,,otro,,-50000,,68785329.23,ARS,,DIS,"[259] ALLEMAN, RICARDO NOEL","Subasta [#UAC310570002] 50.000,00@6,5% (ARS 24hs)",-50000,68785329.23
BOL 2026103662,2026-06-25,157,COOP AGRICOLA GANADERA DE JUSTINIANO POSSE LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UAC300670001] #UAC300670001 Nro. 154799 Vto. 02/07/2027,COOPERATIVAS,PJ GRANDE,,NO,11000,15250883.53,165257.43,1501.6322,OK,1,6.5,"6,5",#UAC300670001,11000.0,2026-06-25,,otro,,11000,,-15456381.1,ARS,,DIS,[157] COOP AGRICOLA GANADERA DE JUSTINIANO POSSE LIMITADA,"Compra [#UAC300670001] 11.000,00@6,5% (ARS 24hs)",11000,-15456381.1
BOL 2026102718,2026-06-24,409,"LEICHNER, FABIAN ARIEL",MAV,ARS,Subasta Pagares,Pagarés - Subasta,[#UBI151260003] #UBI151260003 Nro. 154628 Vto. 17/12/2026,EMPLEADOS,PH RETAIL,,NO,50000,72416771.4,535787.67,1505.5953,OK,1,6.0,6,#UBI151260003,50000.0,2026-06-24,,otro,,-50000,,71715893.75,ARS,,DIS,"[409] LEICHNER, FABIAN ARIEL ","Subasta [#UBI151260003] 50.000,00@6% (ARS 24hs)",-50000,71715893.75
BOL 2026102719,2026-06-24,409,"LEICHNER, FABIAN ARIEL",MAV,ARS,Subasta Pagares,Pagarés - Subasta,[#UBI150570002] #UBI150570002 Nro. 154634 Vto. 19/05/2027,EMPLEADOS,PH RETAIL,,NO,50000,70688624.7,1004219.18,1505.5953,OK,1,6.0,6,#UBI150570002,50000.0,2026-06-24,,otro,,-50000,,69422199.55,ARS,,DIS,"[409] LEICHNER, FABIAN ARIEL ","Subasta [#UBI150570002] 50.000,00@6% (ARS 24hs)",-50000,69422199.55
BOL 2026102842,2026-06-24,1961,"LUCIENTES, ROMAN",MAV,ARS,Subasta Pagares,Pagarés - Subasta,[#UCO230670001] #UCO230670001 Nro. 154555 Vto. 25/06/2027,EMPLEADOS,PH RETAIL,,NO,40000,55468446.67,587965.52,1505.5953,OK,1,6.0,6,#UCO230670001,40000.0,2026-06-24,,otro,,-40000,,54716738.3,ARS,,DIS,"[1961] LUCIENTES, ROMAN","Subasta [#UCO230670001] 40.000,00@6% (ARS 24hs)",-40000,54716738.3
BOL 2026102843,2026-06-24,157,COOP AGRICOLA GANADERA DE JUSTINIANO POSSE LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UCO230670001] #UCO230670001 Nro. 154555 Vto. 25/06/2027,COOPERATIVAS,PJ GRANDE,,NO,40000,55468446.67,587965.52,1505.5953,OK,1,6.0,6,#UCO230670001,40000.0,2026-06-24,,otro,,40000,,-56200019.99,ARS,,DIS,[157] COOP AGRICOLA GANADERA DE JUSTINIANO POSSE LIMITADA,"Compra [#UCO230670001] 40.000,00@6% (ARS 24hs)",40000,-56200019.99
BOL 2026098019,2026-06-17,167,COOPERATIVA AGROPECUARIA DE BIGAND LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UCM101260001] #UCM101260001 Nro. 153648 Vto. 14/12/2026,COOPERATIVAS,PJ GRANDE,,NO,30000,41744897.58,211956.6,1465.0078,OK,1,6.0,6,#UCM101260001,30000.0,2026-06-17,,otro,,30000,,-42016518.47,ARS,,DIS,[167] COOPERATIVA AGROPECUARIA DE BIGAND LIMITADA,"Compra [#UCM101260001] 30.000,00@6% (ARS Inm)",30000,-42016518.47
BOL 2026096916,2026-06-16,1071,"VILAR, JUAN",MAV,ARS,Subasta Pagares,Pagarés - Subasta,[#UCO100370001] #UCO100370001 Nro. 153344 Vto. 12/03/2027,PRODUCTORES,PH ALTO PATRIMONIO,,NO,13750,19029307,146390.41,1461.2512,OK,1,6.5,"6,5",#UCO100370001,13750.0,2026-06-16,,otro,,-13750,,18838359.33,ARS,,DIS,"[1071] VILAR, JUAN","Subasta [#UCO100370001] 13.750,00@6,5% (ARS 24hs)",-13750,18838359.33
BOL 2026096917,2026-06-16,1673,LA PERLA SRL,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UCO100370001] #UCO100370001 Nro. 153344 Vto. 12/03/2027,PRODUCTORES,PJ PEQUEÑA,,NO,13750,19029307,146390.41,1461.2512,OK,1,6.5,"6,5",#UCO100370001,13750.0,2026-06-16,,otro,,13750,,-19213347.04,ARS,,DIS,[1673] LA PERLA SRL,"Compra [#UCO100370001] 13.750,00@6,5% (ARS 24hs)",13750,-19213347.04
BOL 2026097158,2026-06-16,409,"LEICHNER, FABIAN ARIEL",MAV,ARS,Subasta Pagares,Pagarés - Subasta,[#UBI300470002] #UBI300470002 Nro. 153452 Vto. 04/05/2027,EMPLEADOS,,,NO,50000,68866126,956404.11,1461.2512,OK,1,6.0,6,#UBI300470002,50000.0,2026-06-16,,otro,,-50000,,67658880.22,ARS,,DIS,"[409] LEICHNER, FABIAN ARIEL ","Subasta [#UBI300470002] 50.000,00@6% (ARS 24hs)",-50000,67658880.22
BOL 2026097159,2026-06-16,409,"LEICHNER, FABIAN ARIEL",MAV,ARS,Subasta Pagares,Pagarés - Subasta,[#UBI301160002] #UBI301160002 Nro. 153451 Vto. 02/12/2026,EMPLEADOS,,,NO,50000,70551620.5,500547.95,1461.2512,OK,1,6.0,6,#UBI301160002,50000.0,2026-06-16,,otro,,-50000,,69894737.01,ARS,,DIS,"[409] LEICHNER, FABIAN ARIEL ","Subasta [#UBI301160002] 50.000,00@6% (ARS 24hs)",-50000,69894737.01
BOL 2026096143,2026-06-12,187,COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UBI040670001] #UBI040670001 Nro. 152525 Vto. 08/06/2027,COOPERATIVAS,PJ GRANDE,,NO,100000,134981596.31,1397708.6,1447.9441,OK,1,6.0,6,#UBI040670001,100000.0,2026-06-12,,otro,,100000,,-136721822.04,ARS,,DIS,[187] COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,"Compra [#UBI040670001] 100.000,00@6% (ARS 24hs)",100000,-136721822.04
BOL 2026096144,2026-06-12,168,COOPERATIVA AGRICOLA MIXTA DE MARGARITA LIMITADA,MAV,ARS,Subasta Pagares,Pagarés - Subasta,[#UBI040670001] #UBI040670001 Nro. 152525 Vto. 08/06/2027,COOPERATIVAS,PJ GRANDE,,NO,100000,134981596.31,1397708.6,1447.9441,OK,1,6.0,6,#UBI040670001,100000.0,2026-06-12,,otro,,-100000,,133192372.26,ARS,,DIS,[168] COOPERATIVA AGRICOLA MIXTA DE MARGARITA LIMITADA,"Subasta [#UBI040670001] 100.000,00@6% (ARS 24hs)",-100000,133192372.26
BOL 2026095636,2026-06-11,187,COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UGA060370001] #UGA060370001 Nro. 152965 Vto. 10/03/2027,COOPERATIVAS,PJ GRANDE,,NO,50000,69011144.31,533307.58,1456.3092,OK,1,5.5,"5,5",#UGA060370001,50000.0,2026-06-11,,otro,,50000,,-69681497.52,ARS,,DIS,[187] COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,"Compra [#UGA060370001] 50.000,00@5,5% (ARS 24hs)",50000,-69681497.52
BOL 2026095637,2026-06-11,370,COOP AGROP LA SEGUNDA LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UGA061260001] #UGA061260001 Nro. 152956 Vto. 11/12/2026,COOPERATIVAS,PJ GRANDE,,NO,50000,69911940.57,358162.29,1456.3092,OK,1,5.5,"5,5",#UGA061260001,50000.0,2026-06-11,,otro,,50000,,-70370694.97,ARS,,DIS,[370] COOP AGROP LA SEGUNDA LTDA,"Compra [#UGA061260001] 50.000,00@5,5% (ARS 24hs)",50000,-70370694.97
BOL 2026095323,2026-06-10,201,COOPERATIVA AGRICOLA GANADERA LIMITADA DE ELENA,MAV,USD,Subasta Pagares,Pagarés - Subasta,[#UCC110670001] #UCC110670001 Nro. 152963 Vto. 11/06/2027,COOPERATIVAS,PJ GRANDE,,NO,300000,280323.59,4350386.7,1458.2418,SIN_MOVIMIENTO,0,,,,,,,,,,,,,,,,,,
BOL 2026095324,2026-06-10,157,COOP AGRICOLA GANADERA DE JUSTINIANO POSSE LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UCC110670001] #UCC110670001 Nro. 152963 Vto. 15/06/2027,COOPERATIVAS,PJ GRANDE,,NO,300000,405104278.83,4397931.91,1458.2418,OK,1,7.0,7,#UCC110670001,300000.0,2026-06-10,,otro,,300000,,-410572829.29,ARS,,DIS,[157] COOP AGRICOLA GANADERA DE JUSTINIANO POSSE LIMITADA,"Compra [#UCC110670001] 300.000,00@7% (ARS Inm)",300000,-410572829.29
BOL 2026095325,2026-06-10,172,COOPERATIVA AGRICOLA GANADERA DE VIDELA LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UBI100670001] #UBI100670001 Nro. 153128 Vto. 14/06/2027,COOPERATIVAS,PJ GRANDE,,NO,70000,95913093.9,1020637.17,1458.2418,OK,1,5.5,"5,5",#UBI100670001,70000.0,2026-06-10,,otro,,70000,,-97182881.34,ARS,,DIS,[172] COOPERATIVA AGRICOLA GANADERA DE VIDELA LIMITADA,"Compra [#UBI100670001] 70.000,00@5,5% (ARS 24hs)",70000,-97182881.34
BOL 2026095326,2026-06-10,201,COOPERATIVA AGRICOLA GANADERA LIMITADA DE ELENA,MAV,ARS,Subasta Pagares,Pagarés - Subasta,[#UCC310570001] #UCC310570001 Nro. 152959 Vto. 02/06/2027,COOPERATIVAS,PJ GRANDE,,NO,300000,406049551.29,4243409.98,1458.2418,OK,1,7.0,7,#UCC310570001,300000.0,2026-06-10,,otro,,-300000,,400620233.24,ARS,,DIS,[201] COOPERATIVA AGRICOLA GANADERA LIMITADA DE ELENA,"Subasta [#UCC310570001] 300.000,00@7% (ARS Inm)",-300000,400620233.24
BOL 2026095327,2026-06-10,201,COOPERATIVA AGRICOLA GANADERA LIMITADA DE ELENA,MAV,ARS,Subasta Pagares,Pagarés - Subasta,[#UCC110670001] #UCC110670001 Nro. 152963 Vto. 15/06/2027,COOPERATIVAS,PJ GRANDE,,NO,300000,405104278.83,4397931.91,1458.2418,OK,1,7.0,7,#UCC110670001,300000.0,2026-06-10,,otro,,-300000,,399488675.51,ARS,,DIS,[201] COOPERATIVA AGRICOLA GANADERA LIMITADA DE ELENA,"Subasta [#UCC110670001] 300.000,00@7% (ARS Inm)",-300000,399488675.51
BOL 2026095328,2026-06-10,157,COOP AGRICOLA GANADERA DE JUSTINIANO POSSE LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UCC310570001] #UCC310570001 Nro. 152959 Vto. 02/06/2027,COOPERATIVAS,PJ GRANDE,,NO,300000,406049551.29,4243409.98,1458.2418,OK,1,7.0,7,#UCC310570001,300000.0,2026-06-10,,otro,,300000,,-411331473.36,ARS,,DIS,[157] COOP AGRICOLA GANADERA DE JUSTINIANO POSSE LIMITADA,"Compra [#UCC310570001] 300.000,00@7% (ARS Inm)",300000,-411331473.36
BOL 2026093725,2026-06-09,101,ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*MAV240300779] *MAV240300779 Nro. 436006 Vto. 31/03/2027,INSTITUCIONALES,PJ GRANDE,,NO,500000000,409330492.32,2013698.63,1454.4035,OK,1,27.5,"27,5",*MAV240300779,500000000.0,2026-06-09,,otro,,-500000000,,406596743.04,ARS,,DIS,[101] ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA,"Subasta [*MAV240300779] 500.000.000,00@27,5% (ARS 24hs)",-500000000,406596743.04
BOL 2026093726,2026-06-09,1478,FCI Consultatio Abierto Pymes,MAV,ARS,Compras ECHEQ,ECHEQ - Compra,[*MAV240300779] *MAV240300779 Nro. 436006 Vto. 31/03/2027,INSTITUCIONALES,PJ GRANDE,,NO,500000000,409330492.32,805479.45,1454.4035,OK,1,27.5,"27,5",*MAV240300779,500000000.0,2026-06-09,,otro,,500000000,,-410453709.42,ARS,,DIS,[1478] FCI Consultatio Abierto Pymes,"Compra [*MAV240300779] 500.000.000,00@27,5% (ARS 24hs)",500000000,-410453709.42
BOL 2026093755,2026-06-09,172,COOPERATIVA AGRICOLA GANADERA DE VIDELA LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UAC090670001] #UAC090670001 Nro. 152843 Vto. 11/06/2027,COOPERATIVAS,PJ GRANDE,,NO,250000,342462408.04,3623394.48,1454.4035,OK,1,5.5,"5,5",#UAC090670001,250000.0,2026-06-09,,otro,,250000,,-346971029.21,ARS,,DIS,[172] COOPERATIVA AGRICOLA GANADERA DE VIDELA LIMITADA,"Compra [#UAC090670001] 250.000,00@5,5% (ARS 24hs)",250000,-346971029.21
BOL 2026093772,2026-06-09,187,COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UNO140570003] #UNO140570003 Nro. 152659 Vto. 18/05/2027,COOPERATIVAS,PJ GRANDE,,NO,29100,39559092.39,394106.52,1454.4035,OK,1,6.75,"6,75",#UNO140570003,29100.0,2026-06-09,,otro,,29100,,-40050321.23,ARS,,DIS,[187] COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,"Compra [#UNO140570003] 29.100,00@6,75% (ARS 24hs)",29100,-40050321.23
BOL 2026093820,2026-06-09,167,COOPERATIVA AGROPECUARIA DE BIGAND LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UPO280470001] #UPO280470001 Nro. 152208 Vto. 30/04/2027,COOPERATIVAS,PJ GRANDE,,NO,150000,205846240.97,1924557.07,1454.4035,OK,1,6.0,6,#UPO280470001,150000.0,2026-06-09,,otro,,150000,,-208249677.2,ARS,,DIS,[167] COOPERATIVA AGROPECUARIA DE BIGAND LIMITADA,"Compra [#UPO280470001] 150.000,00@6% (ARS 24hs)",150000,-208249677.2
BOL 2026093821,2026-06-09,172,COOPERATIVA AGRICOLA GANADERA DE VIDELA LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UPO280670001] #UPO280670001 Nro. 152211 Vto. 30/06/2027,COOPERATIVAS,PJ GRANDE,,NO,200000,271873327.78,3049195.36,1454.4035,OK,1,6.0,6,#UPO280670001,200000.0,2026-06-09,,otro,,200000,,-275661544.19,ARS,,DIS,[172] COOPERATIVA AGRICOLA GANADERA DE VIDELA LIMITADA,"Compra [#UPO280670001] 200.000,00@6% (ARS 24hs)",200000,-275661544.19
BOL 2026093944,2026-06-09,187,COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UBI020670001] #UBI020670001 Nro. 152943 Vto. 04/06/2027,COOPERATIVAS,PJ GRANDE,,NO,300000,409455830.01,4264913.51,1454.4035,OK,1,6.0,6,#UBI020670001,300000.0,2026-06-09,,otro,,300000,,-414765007.83,ARS,,DIS,[187] COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,"Compra [#UBI020670001] 300.000,00@6% (ARS 24hs)",300000,-414765007.83
BOL 2026092926,2026-06-08,172,COOPERATIVA AGRICOLA GANADERA DE VIDELA LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UBS040670001] #UBS040670001 Nro. 152693 Vto. 08/06/2027,COOPERATIVAS,PJ GRANDE,,NO,200000,276060249.08,2884829.6,1473.1738,OK,1,4.5,"4,5",#UBS040670001,200000.0,2026-06-08,,otro,,200000,,-279651102.76,ARS,,DIS,[172] COOPERATIVA AGRICOLA GANADERA DE VIDELA LIMITADA,"Compra [#UBS040670001] 200.000,00@4,5% (ARS Inm)",200000,-279651102.76
BOL 2026093364,2026-06-08,187,COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UVA101260001] #UVA101260001 Nro. 152472 Vto. 14/12/2026,COOPERATIVAS,PJ GRANDE,,NO,14596,20568567.6,109761.92,1473.1738,OK,1,7.0,7,#UVA101260001,14596.0,2026-06-08,,otro,,14596,,-20708845.91,ARS,,DIS,[187] COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,"Compra [#UVA101260001] 14.596,00@7% (ARS 24hs)",14596,-20708845.91
BOL 2026093365,2026-06-08,187,COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UVA201260003] #UVA201260003 Nro. 152476 Vto. 23/12/2026,COOPERATIVAS,PJ GRANDE,,NO,19691,27702244.4,155165.08,1473.1738,OK,1,7.0,7,#UVA201260003,19691.0,2026-06-08,,otro,,19691,,-27900050.06,ARS,,DIS,[187] COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,"Compra [#UVA201260003] 19.691,00@7% (ARS 24hs)",19691,-27900050.06
BOL 2026093366,2026-06-08,187,COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UAG201260002] #UAG201260002 Nro. 151900 Vto. 23/12/2026,COOPERATIVAS,PJ GRANDE,,NO,14500,20153592.68,112883.78,1473.1738,OK,1,7.0,7,#UAG201260002,14500.0,2026-06-08,,otro,,14500,,-20297497.81,ARS,,DIS,[187] COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,"Compra [#UAG201260002] 14.500,00@7% (ARS 24hs)",14500,-20297497.81
BOL 2026093556,2026-06-08,172,COOPERATIVA AGRICOLA GANADERA DE VIDELA LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UAR050570001] #UAR050570001 Nro. 152259 Vto. 07/05/2027,COOPERATIVAS,PJ GRANDE,,NO,20000,27121437.01,262400.94,1473.1738,OK,1,7.0,7,#UAR050570001,20000.0,2026-06-08,,otro,,20000,,-27448787.23,ARS,,DIS,[172] COOPERATIVA AGRICOLA GANADERA DE VIDELA LIMITADA,"Compra [#UAR050570001] 20.000,00@7% (ARS 24hs)",20000,-27448787.23
BOL 2026093557,2026-06-08,172,COOPERATIVA AGRICOLA GANADERA DE VIDELA LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UAR210670002] #UAR210670002 Nro. 152260 Vto. 24/06/2027,COOPERATIVAS,PJ GRANDE,,NO,30000,40333105.55,450507.64,1473.1738,OK,1,7.0,7,#UAR210670002,30000.0,2026-06-08,,otro,,30000,,-40892860.71,ARS,,DIS,[172] COOPERATIVA AGRICOLA GANADERA DE VIDELA LIMITADA,"Compra [#UAR210670002] 30.000,00@7% (ARS 24hs)",30000,-40892860.71
BOL 2026093679,2026-06-08,157,COOP AGRICOLA GANADERA DE JUSTINIANO POSSE LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UDO291260001] #UDO291260001 Nro. 151830 Vto. 04/01/2027,COOPERATIVAS,PJ GRANDE,,NO,320000,450435170.4,2675200,1473.1738,OK,1,6.5,"6,5",#UDO291260001,320000.0,2026-06-08,,otro,,320000,,-453835670.37,ARS,,DIS,[157] COOP AGRICOLA GANADERA DE JUSTINIANO POSSE LIMITADA,"Compra [#UDO291260001] 320.000,00@6,5% (ARS 24hs)",320000,-453835670.37
BOL 2026092227,2026-06-05,101,ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*MAV170301308] *MAV170301308 Nro. 436008 Vto. 19/03/2027,INSTITUCIONALES,PJ GRANDE,,NO,500000000,411870909.5,1945205.48,1460.0062,OK,1,27.5,"27,5",*MAV170301308,500000000.0,2026-06-05,,otro,,-500000000,,409218192.58,ARS,,DIS,[101] ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA,"Subasta [*MAV170301308] 500.000.000,00@27,5% (ARS 24hs)",-500000000,409218192.58
BOL 2026092228,2026-06-05,1478,FCI Consultatio Abierto Pymes,MAV,ARS,Compras ECHEQ,ECHEQ - Compra,[*MAV220300950] *MAV220300950 Nro. 436007 Vto. 29/03/2027,INSTITUCIONALES,PJ GRANDE,,NO,500000000,409330492.32,805479.45,1460.0062,OK,1,27.5,"27,5",*MAV220300950,500000000.0,2026-06-05,,otro,,500000000,,-410453709.42,ARS,,DIS,[1478] FCI Consultatio Abierto Pymes,"Compra [*MAV220300950] 500.000.000,00@27,5% (ARS 24hs)",500000000,-410453709.42
BOL 2026092229,2026-06-05,101,ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*MAV220300950] *MAV220300950 Nro. 436007 Vto. 29/03/2027,INSTITUCIONALES,PJ GRANDE,,NO,500000000,409330492.32,2013698.63,1460.0062,OK,1,27.5,"27,5",*MAV220300950,500000000.0,2026-06-05,,otro,,-500000000,,406596743.04,ARS,,DIS,[101] ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA,"Subasta [*MAV220300950] 500.000.000,00@27,5% (ARS 24hs)",-500000000,406596743.04
BOL 2026092230,2026-06-05,1478,FCI Consultatio Abierto Pymes,MAV,ARS,Compras ECHEQ,ECHEQ - Compra,[*MAV170301308] *MAV170301308 Nro. 436008 Vto. 19/03/2027,INSTITUCIONALES,PJ GRANDE,,NO,500000000,411870909.5,778082.19,1460.0062,OK,1,27.5,"27,5",*MAV170301308,500000000.0,2026-06-05,,otro,,500000000,,-412961898.09,ARS,,DIS,[1478] FCI Consultatio Abierto Pymes,"Compra [*MAV170301308] 500.000.000,00@27,5% (ARS 24hs)",500000000,-412961898.09
BOL 2026089449,2026-06-03,187,COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UPO301160010] #UPO301160010 Nro. 152205 Vto. 02/12/2026,COOPERATIVAS,PJ GRANDE,,NO,100000,138909265.56,707625.1,1460.856,OK,1,5.5,"5,5",#UPO301160010,100000.0,2026-06-03,,otro,,100000,,-139815915.99,ARS,,DIS,[187] COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,"Compra [#UPO301160010] 100.000,00@5,5% (ARS 24hs)",100000,-139815915.99
BOL 2026090069,2026-06-03,1673,LA PERLA SRL,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UPO290370001] #UPO290370001 Nro. 152206 Vto. 31/03/2027,PRODUCTORES,PJ PEQUEÑA,,NO,150000,203191392.72,1759288.93,1460.856,OK,1,6.5,"6,5",#UPO290370001,150000.0,2026-06-03,,otro,,150000,,-205393890.81,ARS,,DIS,[1673] LA PERLA SRL,"Compra [#UPO290370001] 150.000,00@6,5% (ARS 24hs)",150000,-205393890.81
BOL 2026089054,2026-06-02,101,ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*MAV150301308] *MAV150301308 Nro. 436009 Vto. 17/03/2027,INSTITUCIONALES,PJ GRANDE,,NO,500000000,412187189.45,1972602.74,1450.9865,OK,1,27.0,27,*MAV150301308,500000000.0,2026-06-02,,otro,,-500000000,,409501092.23,ARS,,DIS,[101] ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA,"Subasta [*MAV150301308] 500.000.000,00@27% (ARS Inm)",-500000000,409501092.23
